철도운영기관명,선명,역명,출구번호,출구별 주요시설명
서울교통공사,2호선,삼성(무역센터),6,코엑스인터컨티넨탈서울
서울교통공사,2호선,삼성(무역센터),6,봉은사(사찰)
서울교통공사,2호선,삼성(무역센터),6,아셈타워
서울교통공사,2호선,삼성(무역센터),6,코엑스회의장
서울교통공사,2호선,삼성(무역센터),6,코엑스전시장
서울교통공사,2호선,삼성(무역센터),7,한국전력공사
서울교통공사,2호선,삼성(무역센터),7,한국산업은행
서울교통공사,2호선,삼성(무역센터),7,광동한방병원
서울교통공사,2호선,삼성(무역센터),7,한국문화번역원
서울교통공사,2호선,삼성(무역센터),8,백암아트홀
서울교통공사,2호선,삼성(무역센터),8,롯데캐피탈
서울교통공사,2호선,삼성(무역센터),8,광동한방병원
서울교통공사,2호선,삼성(무역센터),8,기업은행삼성역지점
서울교통공사,2호선,삼성(무역센터),8,새마을금고 연합회
서울교통공사,2호선,삼성(무역센터),8,한국감정원
서울교통공사,2호선,삼성(무역센터),8,서울지방식품의약품안전청
서울교통공사,2호선,삼성(무역센터),8,강남소방서
서울교통공사,2호선,삼성(무역센터),8,서울종합예술전문학교
서울교통공사,2호선,상왕십리,1,왕십리1동 행정복지센터
서울교통공사,2호선,상왕십리,1,국민은행
서울교통공사,2호선,상왕십리,01월 01일,상왕십리역교차로
서울교통공사,2호선,상왕십리,2,왕십리우체국
서울교통공사,2호선,상왕십리,2,성동보건소
서울교통공사,2호선,상왕십리,2,시립동부병원
서울교통공사,2호선,상왕십리,2,한국전력
서울교통공사,2호선,상왕십리,2,왕십리 도선동 행정복지센터
서울교통공사,2호선,상왕십리,3,왕십리종합시장
서울교통공사,2호선,상왕십리,3,마이크로병원
서울교통공사,2호선,상왕십리,3,한국예술고교
서울교통공사,2호선,상왕십리,4,왕십리2동 행정복지센터
서울교통공사,2호선,상왕십리,4,하왕파출소
서울교통공사,2호선,상왕십리,4,무학초등학교
서울교통공사,2호선,상왕십리,4,무학현대아파트
서울교통공사,2호선,상왕십리,5,한신무학아파트
서울교통공사,2호선,상왕십리,6,성동고교
서울교통공사,2호선,상왕십리,6,도로교통안전관리공단
서울교통공사,2호선,서울대입구(관악구청),1,사랑의병원
서울교통공사,2호선,서울대입구(관악구청),1,하나은행
서울교통공사,2호선,서울대입구(관악구청),1,미스터피자
서울교통공사,2호선,서울대입구(관악구청),1,아웃백
서울교통공사,2호선,서울대입구(관악구청),2,대우슈페리움
서울교통공사,2호선,서울대입구(관악구청),2,디오슈페리어빌딩
서울교통공사,2호선,서울대입구(관악구청),2,서울법학원
서울교통공사,2호선,서울대입구(관악구청),2,KFC
서울교통공사,2호선,서울대입구(관악구청),2,국민은행
서울교통공사,2호선,서울대입구(관악구청),2,농협
서울교통공사,2호선,서울대입구(관악구청),2,굿모닝신한증권
서울교통공사,2호선,서울대입구(관악구청),3,관악구종합청사
서울교통공사,2호선,서울대입구(관악구청),3,서울대학교
서울교통공사,2호선,서울대입구(관악구청),3,에그엘로우(라붐아울렛)
서울교통공사,2호선,서울대입구(관악구청),3,맥도날드
서울교통공사,2호선,서울대입구(관악구청),3,피자헛
서울교통공사,2호선,서울대입구(관악구청),3,스타벅스
서울교통공사,2호선,서울대입구(관악구청),3,봉천교회
서울교통공사,2호선,서울대입구(관악구청),3,민병철어학원
서울교통공사,2호선,서울대입구(관악구청),3,삼성아파트
서울교통공사,2호선,서울대입구(관악구청),3,건영아파트
서울교통공사,2호선,서울대입구(관악구청),3,서울여상
서울교통공사,2호선,서울대입구(관악구청),3,신림중
서울교통공사,2호선,서울대입구(관악구청),3,문영여중고교
서울교통공사,2호선,서울대입구(관악구청),3,청룡초등학교
서울교통공사,2호선,서울대입구(관악구청),3,관악구민회관
서울교통공사,2호선,서울대입구(관악구청),3,소방서
서울교통공사,2호선,서울대입구(관악구청),3,보건소
서울교통공사,2호선,서울대입구(관악구청),3,경찰서
서울교통공사,2호선,서울대입구(관악구청),4,기업은행
서울교통공사,2호선,서울대입구(관악구청),4,에그엘로우(라붐아울렛)
서울교통공사,2호선,서울대입구(관악구청),4,하이마트
서울교통공사,2호선,서울대입구(관악구청),4,HOLLYS커피숍
서울교통공사,2호선,서울대입구(관악구청),4,던킨도너츠
서울교통공사,2호선,서울대입구(관악구청),4,KT(관악지점)
서울교통공사,2호선,서울대입구(관악구청),4,신한은행
서울교통공사,2호선,서울대입구(관악구청),5,삼성서비스센터
서울교통공사,2호선,서울대입구(관악구청),5,근화병원
서울교통공사,2호선,서울대입구(관악구청),5,신봉초등학교
서울교통공사,2호선,서울대입구(관악구청),5,관악(웨딩홀)뷔페
서울교통공사,2호선,서울대입구(관악구청),5,신원메트로빌
서울교통공사,2호선,서울대입구(관악구청),5,SPL영어학당(해주타워)
서울교통공사,2호선,서울대입구(관악구청),5,종로엠학원
서울교통공사,2호선,서울대입구(관악구청),5,제일은행
서울교통공사,2호선,서울대입구(관악구청),5,에이스존
서울교통공사,2호선,서울대입구(관악구청),5,LG
서울교통공사,2호선,서울대입구(관악구청),6,센트레빌아파트
서울교통공사,2호선,서울대입구(관악구청),6,동아아파트
서울교통공사,2호선,서울대입구(관악구청),6,VIPS
서울교통공사,2호선,서울대입구(관악구청),6,국민은행
서울교통공사,2호선,서울대입구(관악구청),6,대우증권
서울교통공사,2호선,서울대입구(관악구청),6,동부아파트
서울교통공사,2호선,서울대입구(관악구청),7,강남고려병원
서울교통공사,2호선,서울대입구(관악구청),7,관악드림타운
서울교통공사,2호선,서울대입구(관악구청),7,관악프라자
서울교통공사,2호선,서울대입구(관악구청),7,대우푸르지오아파트
서울교통공사,2호선,서울대입구(관악구청),7,농협
서울교통공사,2호선,서울대입구(관악구청),7,신한은행
서울교통공사,2호선,서울대입구(관악구청),7,서울남부장로교회
서울교통공사,2호선,서울대입구(관악구청),7,우성아파트
서울교통공사,2호선,서울대입구(관악구청),7,현대아파트
서울교통공사,2호선,서울대입구(관악구청),7,봉원중학교
서울교통공사,2호선,서울대입구(관악구청),7,봉천초등학교
서울교통공사,2호선,서울대입구(관악구청),7,한국배우예술학원
서울교통공사,2호선,서울대입구(관악구청),8,알파문구
서울교통공사,2호선,서울대입구(관악구청),8,모태산부인과
서울교통공사,2호선,서울대입구(관악구청),8,SKY서비스센터
서울교통공사,2호선,서울대입구(관악구청),8,원당초등학교
서울교통공사,2호선,서울대입구(관악구청),8,우체국
서울교통공사,2호선,서초,1,스타겔러리브릿지
서울교통공사,2호선,서초,1,동일하이빌
서울교통공사,2호선,서초,1,하나은행
서울교통공사,2호선,서초,1,우리은행
서울교통공사,2호선,서초,1,농협
서울교통공사,2호선,서초,1,한국지방행정연구원
서울교통공사,2호선,서초,1,오푸런스
서울교통공사,2호선,서초,2,우리은행
서울교통공사,2호선,서초,2,서초3동 행정복지센터
서울교통공사,2호선,서초,2,현대ESA
서울교통공사,2호선,서초,3,신한은행
서울교통공사,2호선,서초,3,국민은행
서울교통공사,2호선,서초,3,구립서초유스센타
서울교통공사,2호선,서초,3,서초중(고)
서울교통공사,2호선,서초,3,서초3동 우체국
서울교통공사,2호선,서초,3,명인제약
서울교통공사,2호선,서초,3,한빛삼성아파트
서울교통공사,2호선,서초,4,서울고교
서울교통공사,2호선,서초,4,한국세무사회
서울교통공사,2호선,서초,4,한국변리사회
서울교통공사,2호선,서초,4,더바인웨딩홀부페
서울교통공사,2호선,서초,5,정보사
서울교통공사,2호선,서초,5,대법원
서울교통공사,2호선,서초,6,예술원
서울교통공사,2호선,서초,6,금융위원회
서울교통공사,2호선,서초,6,국립중앙도서관
서울교통공사,2호선,서초,6,조달청
서울교통공사,2호선,서초,6,서초경찰서
서울교통공사,2호선,서초,6,대검찰청
서울교통공사,2호선,서초,6,학술원
서울교통공사,2호선,서초,6,법원행정처
서울교통공사,2호선,서초,7,서울고등/중앙지방검찰청
서울교통공사,2호선,서초,7,중소기업진흥공단
서울교통공사,2호선,서초,7,한국사학진흥재단
서울교통공사,2호선,서초,7,특수임무수행자보상심의위원회
서울교통공사,2호선,서초,7,가톨릭대학교 의과대학/간호대학
서울교통공사,2호선,서초,7,가톨릭대학교 강남성모병원
서울교통공사,2호선,서초,7,강남성모병원
서울교통공사,2호선,서초,7,고속터미널 방면
서울교통공사,2호선,서초,8,서울고등/지방법원
서울교통공사,2호선,서초,8,대한법률구조공단
서울교통공사,2호선,서초,8,천년부페
서울교통공사,2호선,서초,8,서울지방변호사회
서울교통공사,2호선,서초,8,서초웨딩홀
서울교통공사,2호선,서초,8,대한변호사협회
서울교통공사,2호선,선릉,1,샹제리제웨딩홀
서울교통공사,2호선,선릉,1,국민연금공단 역삼지사
서울교통공사,2호선,선릉,1,금강타워
서울교통공사,2호선,선릉,1,신해청아파트
서울교통공사,2호선,선릉,1,서울강남종합고용지원센터
서울교통공사,2호선,선릉,1,기업은행테헤란로지점
서울교통공사,2호선,선릉,1,근로복지공단
서울교통공사,2호선,선릉,1,포스코타워
서울교통공사,2호선,선릉,10,그린그래스호텔
서울교통공사,2호선,선릉,10,경실련정보교육원
서울교통공사,2호선,선릉,2,한림국제대학원대학교
서울교통공사,2호선,선릉,2,대치풍림아이원1/2차아파트
서울교통공사,2호선,선릉,2,도곡초등학교
서울교통공사,2호선,선릉,2,롯데백화점(한티)
서울교통공사,2호선,선릉,3,두올장식백화점
서울교통공사,2호선,선릉,3,동부해오름아파트
서울교통공사,2호선,선릉,3,개나리아파트
서울교통공사,2호선,선릉,3,도성초등학교
서울교통공사,2호선,선릉,3,진선여중/여고
서울교통공사,2호선,선릉,3,세방빌딩
서울교통공사,2호선,선릉,3,월마트선릉점
서울교통공사,2호선,선릉,4,기업은행선릉지점
서울교통공사,2호선,선릉,4,기술신용보증기금
서울교통공사,2호선,선릉,4,성보아파트
서울교통공사,2호선,선릉,4,도곡동주공아파트
서울교통공사,2호선,선릉,4,테헤란오피스빌딩
서울교통공사,2호선,선릉,5,휘닉스빌딩
서울교통공사,2호선,선릉,5,아미가호텔
서울교통공사,2호선,선릉,5,아남타워빌딩
서울교통공사,2호선,선릉,5,신도벤처타워
서울교통공사,2호선,선릉,5,빅토리아빌딩
서울교통공사,2호선,선릉,5,삼흥빌딩
서울교통공사,2호선,선릉,5,라마다르네상스호텔
서울교통공사,2호선,선릉,5,동훈타워빌딩
서울교통공사,2호선,선릉,5,경복아파트
서울교통공사,2호선,선릉,5,강남YMCA
서울교통공사,2호선,선릉,5,공무원연금관리공단
서울교통공사,2호선,선릉,6,세원벤처타워
서울교통공사,2호선,선릉,6,신영타워
서울교통공사,2호선,선릉,7,청음회관
서울교통공사,2호선,선릉,7,강남보건소
서울교통공사,2호선,선릉,8,성원빌딩
서울교통공사,2호선,선릉,8,선정릉(삼릉공원)
서울교통공사,2호선,선릉,8,강남세무서
서울교통공사,2호선,선릉,8,강남구청
서울교통공사,2호선,선릉,8,라마다서울(뉴월드)호텔
서울교통공사,2호선,선릉,8,삼성2동 행정복지센터
서울교통공사,2호선,선릉,8,삼성동
서울교통공사,2호선,선릉,8,우체국
서울교통공사,2호선,선릉,9,남경센타빌딩
서울교통공사,2호선,성수,1,롯데케슬
서울교통공사,2호선,성수,1,성수지구대
서울교통공사,2호선,성수,1,성수2가3파출소
서울교통공사,2호선,성수,1,성수2가3동 행정복지센터
서울교통공사,2호선,성수,1,아이파트
서울교통공사,2호선,성수,1,성수쇼핑센터
서울교통공사,2호선,성수,1,성수2/3동 행정복지센터
서울교통공사,2호선,성수,1,성락성결교회
서울교통공사,2호선,성수,1,우방아파트
서울교통공사,2호선,성수,1,향림고원
서울교통공사,2호선,성수,2,성동소방소
서울교통공사,2호선,성수,2,송정파출소
서울교통공사,2호선,성수,2,아남공원
서울교통공사,2호선,성수,2,아이파크
서울교통공사,2호선,성수,2,성동관진세무소
서울교통공사,2호선,성수,2,라성빌딩
서울교통공사,2호선,성수,2,대우아파트
서울교통공사,2호선,성수,2,금강에스쁘아아파트
서울교통공사,2호선,성수,2,금강
서울교통공사,2호선,성수,2,국민연금성동지부
서울교통공사,2호선,성수,2,국민연금성동광진지사
서울교통공사,2호선,성수,2,광진전화국
서울교통공사,2호선,성수,2,성수초등학교
서울교통공사,2호선,성수,2,성동세무서
서울교통공사,2호선,성수,2,화양맨션
서울교통공사,2호선,성수,2,현대자동차
서울교통공사,2호선,성수,3,경수초등학교
서울교통공사,2호선,성수,3,한싱휴아파트
서울교통공사,2호선,성수,3,성원중학교
서울교통공사,2호선,성수,3,뚝도시장
서울교통공사,2호선,성수,3,뚝섬쇼핑센터
서울교통공사,2호선,성수,3,E마트
서울교통공사,2호선,성수,3,성수2가1동 행정복지센터
서울교통공사,2호선,성수,3,경수초등/중학교
서울교통공사,2호선,성수,3,금호어울림아파트
서울교통공사,2호선,성수,3,동신맨션
서울교통공사,2호선,성수,3,기마경찰대
서울교통공사,2호선,성수,3,동부지구대
서울교통공사,2호선,성수,3,성동파출소
서울교통공사,2호선,성수,3,두산위브아파트
서울교통공사,2호선,성수,3,삼익아파트
서울교통공사,2호선,성수,3,성삼공원
서울교통공사,2호선,성수,3,성수1동 행정복지센터
서울교통공사,2호선,성수,3,신성노바빌아파트
서울교통공사,2호선,성수,3,우성아파트
서울교통공사,2호선,성수,3,이화아파트
서울교통공사,2호선,성수,3,임광아파트
서울교통공사,2호선,성수,3,정안맨션
서울교통공사,2호선,성수,3,청구아파트
서울교통공사,2호선,성수,3,경수중학교
서울교통공사,2호선,성수,4,성수우체국
서울교통공사,2호선,성수,4,기업은행
서울교통공사,2호선,성수,4,하나은행
서울교통공사,2호선,성수,4,경동초등학교
서울교통공사,2호선,성수,4,뚝섬우체국
서울교통공사,2호선,성수,4,성수공업고등학교
서울교통공사,2호선,성수,4,경일초등학교
서울교통공사,2호선,성수,4,금호아파트
서울교통공사,2호선,성수,4,현대그린아파트
서울교통공사,2호선,성수,4,남서울전화건설국
서울교통공사,2호선,성수,4,뚝도우체국
서울교통공사,2호선,성수,4,성수1동 행정복지센터
서울교통공사,2호선,성수,4,성수공원
서울교통공사,2호선,성수,4,은행나무터공원
서울교통공사,2호선,신답,1,답십리우체국
서울교통공사,2호선,신답,1,신답초등학교
서울교통공사,2호선,신답,1,숭인중학교
서울교통공사,2호선,신답,1,기업은행 답십리지점
서울교통공사,2호선,신답,1,용답 군자 휴식공원
서울교통공사,2호선,신답,1,세림아파트
서울교통공사,2호선,신답,1,시티팔레스호텔
서울교통공사,2호선,신답,1,한마음병원
서울교통공사,2호선,신답,1,태양아파트
서울교통공사,2호선,신답,1,서울상공회의소 동부지소
서울교통공사,2호선,신당,1,흥인우체국
서울교통공사,2호선,신당,1,한성프라자
서울교통공사,2호선,신당,1,우리은행
서울교통공사,2호선,신당,1,신한은행
서울교통공사,2호선,신당,1,신당1동 행정복지센터
서울교통공사,2호선,신당,1,북부수도사업소
서울교통공사,2호선,신당,1,성동기계공고
서울교통공사,2호선,신당,1,성동여자실업고
서울교통공사,2호선,신당,1,광희초등학교
서울교통공사,2호선,신당,1,KT동대문지사
서울교통공사,2호선,신당,1,충무아트홀
서울교통공사,2호선,신당,1,중앙시장
서울교통공사,2호선,신당,10,청평화시장
서울교통공사,2호선,신당,10,경찰공제회
서울교통공사,2호선,신당,10,광희초등학교
서울교통공사,2호선,신당,11,근로복지공단서울본부
서울교통공사,2호선,신당,12,중앙시장
서울교통공사,2호선,신당,2,중앙시장
서울교통공사,2호선,신당,2,황학동파출소
서울교통공사,2호선,신당,2,기업은행
서울교통공사,2호선,신당,2,국민은행
서울교통공사,2호선,신당,2,신당맨션아파트
서울교통공사,2호선,신당,2,황학동치안센터
서울교통공사,2호선,신당,2,황학동 행정복지센터
서울교통공사,2호선,신당,2,황학동사거리
서울교통공사,2호선,신당,3,현대아파트
서울교통공사,2호선,신당,3,성동고등학교
서울교통공사,2호선,신당,3,중구종합복지센터
서울교통공사,2호선,신당,3,유락종합사회복지관
서울교통공사,2호선,신당,3,대한생명
서울교통공사,2호선,신당,3,신당5동 행정복지센터
서울교통공사,2호선,신당,3,도로교통공단
서울교통공사,2호선,신당,4,한국청소년상담원
서울교통공사,2호선,신당,4,중부보건소
서울교통공사,2호선,신당,4,신당동사거리
서울교통공사,2호선,신당,4,새마을금고
서울교통공사,2호선,신당,5,신당5동
서울교통공사,2호선,신당,5,서울신당초등학교
서울교통공사,2호선,신당,6,흥인초등학교
서울교통공사,2호선,신당,6,한국청소년상담원
서울교통공사,2호선,신당,6,율원파출소
서울교통공사,2호선,신당,6,율원치안센터
서울교통공사,2호선,신당,7,신당1동 행정복지센터
서울교통공사,2호선,신당,7,신당1동우편취급소
서울교통공사,2호선,신당,8,중부소방서
서울교통공사,2호선,신당,8,중구보건소
서울교통공사,2호선,신당,9,신당1동파출소
서울교통공사,2호선,신당,9,성동여자실업고등학교
서울교통공사,2호선,신당,9,흥인우체국
서울교통공사,2호선,신대방,1,신림4동 행정복지센터
서울교통공사,2호선,신대방,1,신림4동파출소
서울교통공사,2호선,신대방,1,신림종합시장
서울교통공사,2호선,신대방,1,국민건강보험공단 관악지사
서울교통공사,2호선,신대방,1,기업은행 신대방역지점
서울교통공사,2호선,신대방,2,금천경찰서
서울교통공사,2호선,신대방,2,신림체육센터
서울교통공사,2호선,신대방,2,조원초등학교
서울교통공사,2호선,신대방,2,현대아파트
서울교통공사,2호선,신대방,3,대림동방면
서울교통공사,2호선,신대방,4,신대방1동 행정복지센터
서울교통공사,2호선,신대방,4,문창초등학교
서울교통공사,2호선,신대방,4,보라매공원
서울교통공사,2호선,신대방,4,기상청
서울교통공사,2호선,신대방,4,서울성경신학대학원대학교
서울교통공사,2호선,신대방,4,서울특별시정신지체인복지관
서울교통공사,2호선,신대방,4,수도여자고등학교
서울교통공사,2호선,신대방,4,보라매고용지원센터
서울교통공사,2호선,신대방,4,남부수도사업소
서울교통공사,2호선,신림,1,청룡동 행정복지센터
서울교통공사,2호선,신림,1,신림지구대
서울교통공사,2호선,신림,2,신관중학교
서울교통공사,2호선,신림,2,신림동본사무소
서울교통공사,2호선,신림,2,포도몰
서울교통공사,2호선,신림,2,신안아파트
서울교통공사,2호선,신림,2,서원동 행정복지센터
서울교통공사,2호선,신림,2,두산웨이브
서울교통공사,2호선,신림,3,관악종합시장
서울교통공사,2호선,신림,3,동부아파트
서울교통공사,2호선,신림,3,삼모스프랙스
서울교통공사,2호선,신림,3,삼성고등학교
서울교통공사,2호선,신림,3,서울대학교
서울교통공사,2호선,신림,4,남서울 중학교
서울교통공사,2호선,신림,4,신원동 행정복지센터
서울교통공사,2호선,신림,4,한국산업인력공단
서울교통공사,2호선,신림,4,국제신학대학원대학교
서울교통공사,2호선,신림,4,성보중/고교
서울교통공사,2호선,신림,4,동부아파트
서울교통공사,2호선,신림,4,신림1동시장
서울교통공사,2호선,신림,4,선경아파트
서울교통공사,2호선,신림,4,신림1동 행정복지센터
서울교통공사,2호선,신림,5,금천경찰서
서울교통공사,2호선,신림,5,푸르지오아파트
서울교통공사,2호선,신림,6,보라매공원
서울교통공사,2호선,신림,6,신림5동 행정복지센터
서울교통공사,2호선,신림,6,시립보라매병원
서울교통공사,2호선,신림,6,신안빌딩
서울교통공사,2호선,신림,6,신림동주민신고센터
서울교통공사,2호선,신림,6,롯데백화점
서울교통공사,2호선,신림,6,로대오거리
서울교통공사,2호선,신림,7,르네상스쇼핑
서울교통공사,2호선,신림,7,노인종합복지관
서울교통공사,2호선,신림,7,시립보라매병원
서울교통공사,2호선,신림,7,당곡초/중/고교
서울교통공사,2호선,신림,7,보라매공원
서울교통공사,2호선,신림,8,당곡지구대
서울교통공사,2호선,신림,8,관악우체국
서울교통공사,2호선,신림,8,신림5동파출소
서울교통공사,2호선,신림,8,보라매동
서울교통공사,2호선,신정네거리,1,신월종합사회복지관
서울교통공사,2호선,신정네거리,1,우리은행
서울교통공사,2호선,신정네거리,1,신서성결교회
서울교통공사,2호선,신정네거리,1,자연학습장
서울교통공사,2호선,신정네거리,1,근린공원
서울교통공사,2호선,신정네거리,1,신정3동파출소
서울교통공사,2호선,신정네거리,1,신정3동 행정복지센터
서울교통공사,2호선,신정네거리,1,신트리아파트
서울교통공사,2호선,신정네거리,1,신안약수 아파트
서울교통공사,2호선,신정네거리,1,남명초등학교
서울교통공사,2호선,신정네거리,2,목민교회
서울교통공사,2호선,신정네거리,2,시영아파트
서울교통공사,2호선,신정네거리,2,신월2동 우체국
서울교통공사,2호선,신정네거리,2,신한은행
서울교통공사,2호선,신정네거리,2,국민은행
서울교통공사,2호선,신정네거리,2,국립과학수사연구소
서울교통공사,2호선,신정네거리,2,신월종합사회복지관
서울교통공사,2호선,신정네거리,2,양강중학교
서울교통공사,2호선,신정네거리,2,신남중학교
서울교통공사,2호선,신정네거리,2,신정119안전센터
서울교통공사,2호선,신정네거리,2,신정소방파출소
서울교통공사,2호선,신정네거리,2,신곡시장
서울교통공사,2호선,신정네거리,2,양강초등학교
서울교통공사,2호선,신정네거리,3,서울남부지방법원 검찰청
서울교통공사,2호선,신정네거리,3,천주교성당
서울교통공사,2호선,신정네거리,3,경서농업협동조합
서울교통공사,2호선,신정네거리,3,신정제일시장
서울교통공사,2호선,신정네거리,3,기업은행
서울교통공사,2호선,신정네거리,3,하나은행
서울교통공사,2호선,신정네거리,3,신정5동 행정복지센터
서울교통공사,2호선,신정네거리,3,신정4동 행정복지센터
서울교통공사,2호선,신정네거리,4,목동아파트9단지
서울교통공사,2호선,신정네거리,4,신정1지구대
서울교통공사,2호선,신정네거리,4,양명초등학교
서울교통공사,2호선,신정네거리,4,목동 아파트 10단지
서울교통공사,2호선,신정네거리,4,신서중학교
서울교통공사,2호선,신정네거리,4,신정1동 행정복지센터
서울교통공사,2호선,신촌,1,현대백화점
서울교통공사,2호선,신촌,1,기업은행
서울교통공사,2호선,신촌,1,창서초등학교
서울교통공사,2호선,신촌,2,신나라레코드
서울교통공사,2호선,신촌,2,국민은행
서울교통공사,2호선,신촌,2,연세대학교
서울교통공사,2호선,신촌,3,연세대학교
서울교통공사,2호선,신촌,3,세브란스병원
서울교통공사,2호선,신촌,4,창천동 행정복지센터
서울교통공사,2호선,신촌,4,아트레온극장
서울교통공사,2호선,신촌,4,신촌파출소
서울교통공사,2호선,신촌,4,신촌지구대
서울교통공사,2호선,신촌,5,창천초등학교
서울교통공사,2호선,신촌,5,노고산동 행정복지센터
서울교통공사,2호선,신촌,5,제일은행
서울교통공사,2호선,신촌,6,서강대
서울교통공사,2호선,신촌,6,우리은행
서울교통공사,2호선,신촌,6,보호관찰소 서부지소
서울교통공사,2호선,신촌,6,거구장
서울교통공사,2호선,신촌,6,근로복지공단
서울교통공사,2호선,신촌,7,신촌삼익아파트
서울교통공사,2호선,신촌,7,노고산파출소
서울교통공사,2호선,신촌,7,서강지구대
서울교통공사,2호선,신촌,7,삼익아파트
서울교통공사,2호선,신촌,7,외환은행
서울교통공사,2호선,신촌,8,김대중도서관
서울교통공사,2호선,신촌,8,농협구판장
서울교통공사,2호선,아현,1,북성초등학교
서울교통공사,2호선,아현,1,한성중학교
서울교통공사,2호선,아현,1,한성고등학교
서울교통공사,2호선,아현,1,중앙여중
서울교통공사,2호선,아현,1,중앙여고
서울교통공사,2호선,아현,1,드레스상가(북아현웨딩타운)
서울교통공사,2호선,아현,1,추계예술대학
서울교통공사,2호선,아현,1,서부보호관찰소
서울교통공사,2호선,아현,2,북아현동 행정복지센터
서울교통공사,2호선,아현,2,북아현1치안센터
서울교통공사,2호선,아현,2,아현동 가구상가
서울교통공사,2호선,아현,2,서대문장애인복지관
서울교통공사,2호선,아현,2,서서울병원
서울교통공사,2호선,아현,3,서부수도사업소
서울교통공사,2호선,아현,3,삼성서서울아파트
서울교통공사,2호선,아현,3,한세전산고
서울교통공사,2호선,아현,3,국세청기술연구소
서울교통공사,2호선,아현,3,아현 산업 정보학교
서울교통공사,2호선,아현,3,마포평생학습관 마포분관
서울교통공사,2호선,아현,3,아현초등학교
서울교통공사,2호선,아현,3,아현중학교
서울교통공사,2호선,아현,3,마포경찰서
서울교통공사,2호선,아현,3,아현2치안센터
서울교통공사,2호선,아현,4,아현시장
서울교통공사,2호선,아현,4,드레스상가(마포웨딩타운)
서울교통공사,2호선,아현,4,아현 우체국
서울교통공사,2호선,아현,4,한서초교
서울교통공사,2호선,양천구청,1,신정6동 행정복지센터
서울교통공사,2호선,양천구청,1,양천구청
서울교통공사,2호선,양천구청,1,지방검찰청남부지청
서울교통공사,2호선,양천구청,1,지방법원남부지원
서울교통공사,2호선,양천구청,1,은정초등학교
서울교통공사,2호선,양천구청,1,양천구민회관
서울교통공사,2호선,양천구청,1,양천공원
서울교통공사,2호선,양천구청,1,서울출입국관리사무소
서울교통공사,2호선,양천구청,1,목동우성아파트
서울교통공사,2호선,양천구청,1,양천경찰서
서울교통공사,2호선,양천구청,1,양천세무서
서울교통공사,2호선,양천구청,1,양천구보건소
서울교통공사,2호선,양천구청,1,서울출입국별관
서울교통공사,2호선,양천구청,1,갈산초등학교
서울교통공사,2호선,양천구청,1,목동아파트13/14단지
서울교통공사,2호선,양천구청,1,서울은정초등학교
서울교통공사,2호선,양천구청,1,양천구의회
서울교통공사,2호선,양천구청,1,신목고등학교
서울교통공사,2호선,양천구청,1,남부보호관찰소
서울교통공사,2호선,양천구청,1,삼성래미안아파트
서울교통공사,2호선,양천구청,2,봉영여중
서울교통공사,2호선,양천구청,2,계남초등학교
서울교통공사,2호선,양천구청,2,신정7동 행정복지센터
서울교통공사,2호선,양천구청,2,신트리공원
서울교통공사,2호선,양천구청,2,목동아파트9/10/11/12단지
서울교통공사,2호선,양천구청,2,양천아파트
서울교통공사,2호선,양천구청,2,목동고등학교
서울교통공사,2호선,양천구청,2,계남공원
서울교통공사,2호선,역삼,1,금융결제원
서울교통공사,2호선,역삼,1,대한사회복지회
서울교통공사,2호선,역삼,1,한국은행강남본부
서울교통공사,2호선,역삼,1,아세아타워
서울교통공사,2호선,역삼,1,한서병원
서울교통공사,2호선,역삼,2,역삼세무서
서울교통공사,2호선,역삼,2,강남파이낸스센터
서울교통공사,2호선,역삼,2,청소년수련관
서울교통공사,2호선,역삼,3,도화빌딩
서울교통공사,2호선,역삼,3,한솔빌딩
서울교통공사,2호선,역삼,3,역삼1동 행정복지센터
서울교통공사,2호선,역삼,3,포스틸 타워
서울교통공사,2호선,역삼,3,특허청서울사무소
서울교통공사,2호선,역삼,3,역삼1동 우체국
서울교통공사,2호선,역삼,4,현대해상빌딩
서울교통공사,2호선,역삼,4,한국타이어빌딩
서울교통공사,2호선,역삼,4,우신빌딩
서울교통공사,2호선,역삼,4,국기원
서울교통공사,2호선,역삼,4,과학기술회관
서울교통공사,2호선,역삼,4,국립어린이청소년도서관
서울교통공사,2호선,역삼,4,특허청서울사무소
서울교통공사,2호선,역삼,4,역삼1동 우체국
서울교통공사,2호선,역삼,5,하이츠빌딩
서울교통공사,2호선,역삼,6,한국문화콘텐츠진흥원
서울교통공사,2호선,역삼,6,역삼1동 행정복지센터
서울교통공사,2호선,역삼,7,충현교회
서울교통공사,2호선,역삼,7,GS타워
서울교통공사,2호선,역삼,7,충현복지관
서울교통공사,2호선,역삼,7,강남차병원
서울교통공사,2호선,역삼,8,큰길타워
서울교통공사,2호선,역삼,8,ING타워
서울교통공사,2호선,역삼,8,르네상스호텔
서울교통공사,2호선,영등포구청,1,영등포세무서
서울교통공사,2호선,영등포구청,1,노동부서울남부지청
서울교통공사,2호선,영등포구청,1,현대
서울교통공사,2호선,영등포구청,1,영등포유통상가
서울교통공사,2호선,영등포구청,2,영등포구 보건소
서울교통공사,2호선,영등포구청,2,영등포구청
서울교통공사,2호선,영등포구청,3,유원
서울교통공사,2호선,영등포구청,3,현대해상
서울교통공사,2호선,영등포구청,3,현대
