경로_승객수,국가유공자_승객수,기준일자,대학생_승객수,승차_역,승차_호선,어린이_승객수,외국인경로_승객수,일반_승객수,장애인_승객수,직원_승객수,청소년_승객수,총_승객수,하차_역,하차_호선
41,1,2023-12-31,0,수서,3호선,9,0,337,13,0,7,408,고속터미널,3호선
41,0,2023-12-31,0,수유(강북구청),4호선,20,0,453,10,0,14,538,명동,4호선
41,0,2023-12-31,0,수유(강북구청),4호선,24,1,632,19,0,56,773,혜화,4호선
41,0,2023-12-31,0,신당,2호선,8,0,134,15,0,12,210,왕십리(성동구청),2호선
41,1,2023-12-31,0,신도림,2호선,2,0,184,6,0,4,238,역곡,1호선
41,0,2023-12-31,0,신설동,2호선,0,1,35,13,0,3,93,용답,2호선
41,0,2023-12-31,0,신설동,2호선,0,2,8,8,0,0,59,제기동,1호선
41,1,2023-12-31,0,신설동,2호선,1,0,52,2,0,1,98,청량리(서울시립대입구),1호선
41,0,2023-12-31,0,쌍문,4호선,0,0,4,3,0,0,48,도봉산,1호선
41,0,2023-12-31,0,쌍문,4호선,0,0,7,5,0,0,53,방학,1호선
41,0,2023-12-31,0,여의도,9호선,8,0,430,4,0,11,494,당산,9호선
41,0,2023-12-31,0,여의도,5호선,4,0,146,3,0,3,197,영등포시장,5호선
41,0,2023-12-31,0,연신내,3호선,9,0,185,11,0,11,257,디지털미디어시티,6호선
41,2,2023-12-31,0,영등포,1호선,3,0,65,11,0,2,124,동묘앞,1호선
41,0,2023-12-31,0,용두(동대문구청),2호선,0,0,16,4,0,1,62,신설동,2호선
41,1,2023-12-31,0,인덕원,4호선,3,0,159,10,0,5,219,사당,4호선
41,2,2023-12-31,0,잠실(송파구청),2호선,27,0,583,4,0,18,675,을지로3가,2호선
41,0,2023-12-31,0,잠실(송파구청),2호선,90,0,1261,12,0,47,1451,을지로입구,2호선
41,0,2023-12-31,0,장승배기,7호선,2,0,65,7,0,1,116,남성,7호선
41,0,2023-12-31,0,제기동,1호선,1,0,16,8,0,1,67,개봉,1호선
41,1,2023-12-31,0,종로3가,5호선,3,0,125,4,0,7,181,까치산,5호선
41,0,2023-12-31,0,종로3가,1호선,2,0,157,14,0,9,223,종로3가,3호선
41,0,2023-12-31,0,중화,7호선,5,0,63,2,0,1,112,공릉(서울과학기술대),7호선
41,0,2023-12-31,0,증미,9호선,1,0,63,6,0,3,114,염창,9호선
41,2,2023-12-31,0,증산(명지대앞),6호선,2,0,173,7,0,4,229,망원,6호선
41,0,2023-12-31,0,청담,7호선,9,0,125,5,0,9,189,뚝섬유원지,7호선
41,0,2023-12-31,0,청량리(서울시립대입구),1호선,3,0,99,5,0,3,151,종로3가,1호선
40,0,2023-12-31,0,강동,5호선,0,0,31,7,0,2,80,천호(풍납토성),8호선
40,1,2023-12-31,0,강일,5호선,9,0,24,9,0,8,91,고덕,5호선
40,0,2023-12-31,0,경마공원,4호선,1,0,52,7,0,1,101,남성,7호선
40,0,2023-12-31,0,고속터미널,7호선,1,0,151,3,0,2,197,이수,7호선
40,0,2023-12-31,0,공릉(서울과학기술대),7호선,2,0,46,4,0,1,93,중화,7호선
40,0,2023-12-31,0,공릉(서울과학기술대),7호선,2,0,41,4,0,0,87,태릉입구,7호선
40,0,2023-12-31,0,구로디지털단지,2호선,1,0,172,5,0,5,223,부천,1호선
40,0,2023-12-31,0,구산,6호선,3,0,57,2,0,2,104,월드컵경기장(성산),6호선
40,1,2023-12-31,0,군자(능동),7호선,4,0,136,12,0,6,199,사가정,7호선
40,0,2023-12-31,0,굽은다리(강동구민회관앞),5호선,3,0,62,5,0,0,110,하남풍산,5호선
40,0,2023-12-31,0,길동,5호선,1,0,75,5,0,3,124,하남검단산,5호선
40,1,2023-12-31,0,남구로,7호선,2,3,79,4,0,1,130,신풍,7호선
40,0,2023-12-31,0,남성,7호선,1,0,37,5,0,0,83,남성,7호선
40,0,2023-12-31,0,노원,7호선,14,0,96,3,0,12,165,석계,6호선
40,0,2023-12-31,0,대림(구로구청),7호선,6,1,169,5,0,3,224,철산,7호선
40,0,2023-12-31,0,동대문,4호선,2,0,96,4,0,3,145,쌍문,4호선
40,0,2023-12-31,0,먹골,7호선,4,0,110,11,0,6,171,면목,7호선
40,0,2023-12-31,0,문정,8호선,1,0,58,2,0,2,103,송파,8호선
40,0,2023-12-31,0,발산,5호선,36,0,92,7,0,21,196,마곡,5호선
40,0,2023-12-31,0,복정,8호선,5,0,61,8,0,3,117,장지,8호선
40,1,2023-12-31,0,사당,4호선,14,0,344,4,0,17,420,명동,4호선
40,0,2023-12-31,0,서울대입구(관악구청),2호선,4,0,247,10,0,16,317,방배,2호선
40,0,2023-12-31,0,서초,2호선,8,0,304,12,0,9,373,신림,2호선
40,2,2023-12-31,0,선릉,2호선,32,0,781,5,0,115,975,강남,2호선
40,0,2023-12-31,0,선릉,2호선,8,0,281,8,0,13,350,서울대입구(관악구청),2호선
40,0,2023-12-31,0,선릉,2호선,12,0,182,1,0,24,259,잠실새내,2호선
40,2,2023-12-31,0,신논현,9호선,17,0,771,1,0,81,912,고속터미널,9호선
40,0,2023-12-31,0,신답,2호선,0,0,12,8,0,0,60,신설동,2호선
40,0,2023-12-31,0,신당,2호선,8,0,263,5,0,9,325,잠실(송파구청),2호선
40,0,2023-12-31,0,신방화,9호선,9,0,111,7,0,16,183,김포공항,9호선
40,0,2023-12-31,0,신사,3호선,11,0,589,1,0,37,678,고속터미널,3호선
40,1,2023-12-31,0,신설동,1호선,17,0,299,9,0,11,377,종각,1호선
40,0,2023-12-31,0,신촌,2호선,3,1,82,3,0,2,131,망원,6호선
40,0,2023-12-31,0,압구정,3호선,12,0,83,1,0,8,144,잠원,3호선
40,0,2023-12-31,0,을지로3가,3호선,6,0,188,5,0,5,244,연신내,3호선
40,1,2023-12-31,0,제기동,1호선,1,0,42,5,0,0,89,의정부,1호선
40,0,2023-12-31,0,중곡,7호선,0,0,46,17,0,0,103,면목,7호선
40,0,2023-12-31,0,중곡,7호선,3,0,72,9,0,1,125,중곡,7호선
40,0,2023-12-31,0,지축,3호선,22,0,120,7,0,20,209,삼송,3호선
40,1,2023-12-31,0,창동,4호선,13,0,224,8,0,8,294,명동,4호선
40,1,2023-12-31,0,한성대입구(삼선교),4호선,4,0,123,2,0,3,173,쌍문,4호선
40,0,2023-12-31,0,화랑대(서울여대입구),6호선,2,0,56,7,0,6,111,석계,6호선
40,0,2023-12-31,0,회현(남대문시장),4호선,3,2,136,9,0,1,191,미아사거리,4호선
40,0,2023-12-31,0,회현(남대문시장),4호선,1,0,145,5,0,2,193,쌍문,4호선
39,0,2023-12-31,0,가양,9호선,3,0,241,16,0,4,303,김포공항,9호선
39,1,2023-12-31,0,강변(동서울터미널),2호선,20,0,293,10,0,28,391,잠실새내,2호선
39,1,2023-12-31,0,개화산,5호선,4,0,23,3,0,2,72,송정,5호선
39,0,2023-12-31,0,건대입구,7호선,13,0,147,7,0,10,216,아차산(어린이대공원후문),5호선
39,0,2023-12-31,0,고속터미널,3호선,10,0,165,3,0,3,220,매봉,3호선
39,0,2023-12-31,0,고속터미널,9호선,0,0,8,5,0,0,52,신반포,9호선
39,0,2023-12-31,0,교대(법원.검찰청),2호선,26,0,513,7,0,23,608,잠실(송파구청),2호선
39,0,2023-12-31,0,구의(광진구청),2호선,3,0,80,2,0,3,127,잠실나루,2호선
39,0,2023-12-31,0,군자(능동),7호선,15,0,304,10,0,39,407,건대입구,2호선
39,0,2023-12-31,0,군자(능동),5호선,3,0,189,11,0,4,246,천호(풍납토성),5호선
39,0,2023-12-31,0,길동,5호선,0,0,30,6,0,1,76,강일,5호선
39,1,2023-12-31,0,길동,5호선,6,0,82,7,0,17,152,고덕,5호선
39,2,2023-12-31,0,낙성대(강감찬),2호선,3,0,63,2,0,2,111,총신대입구(이수),4호선
39,1,2023-12-31,0,노량진,9호선,0,0,195,20,0,3,258,가양,9호선
39,2,2023-12-31,0,도봉산,7호선,2,0,48,2,0,3,96,마들,7호선
39,1,2023-12-31,0,돌곶이,6호선,4,0,73,4,0,7,128,봉화산(서울의료원),6호선
39,1,2023-12-31,0,돌곶이,6호선,7,0,75,4,0,2,128,화랑대(서울여대입구),6호선
39,0,2023-12-31,0,동묘앞,6호선,0,0,44,7,0,1,91,월곡(동덕여대),6호선
39,0,2023-12-31,0,등촌,9호선,2,0,58,9,0,4,112,등촌,9호선
39,0,2023-12-31,0,뚝섬,2호선,21,0,385,6,0,41,492,성수,2호선
39,1,2023-12-31,0,망월사,1호선,0,0,35,6,0,0,81,청량리(서울시립대입구),1호선
39,0,2023-12-31,0,먹골,7호선,3,0,34,5,0,0,81,공릉(서울과학기술대),7호선
39,0,2023-12-31,0,면목,7호선,1,0,46,9,0,0,95,중곡,7호선
39,0,2023-12-31,0,몽촌토성(평화의문),8호선,3,0,71,1,0,6,120,강동구청,8호선
39,0,2023-12-31,0,문정,8호선,6,0,69,10,0,4,128,장지,8호선
39,1,2023-12-31,0,발산,5호선,20,0,263,8,0,21,352,신정(은행정),5호선
39,0,2023-12-31,0,불광,3호선,1,0,63,5,0,1,109,주엽,3호선
39,0,2023-12-31,0,사당,4호선,10,0,245,7,0,27,328,사당,4호선
39,0,2023-12-31,0,상계,4호선,11,0,126,11,0,16,203,길음,4호선
39,0,2023-12-31,0,상봉(시외버스터미널),7호선,3,0,100,10,0,3,155,중화,7호선
39,0,2023-12-31,0,새절(신사),6호선,9,0,194,10,0,5,257,망원,6호선
39,1,2023-12-31,0,서울대입구(관악구청),2호선,2,0,322,7,0,11,382,사당,4호선
39,0,2023-12-31,0,서울대입구(관악구청),2호선,27,0,964,8,0,37,1075,잠실(송파구청),2호선
39,0,2023-12-31,0,성수,2호선,38,0,330,8,0,41,456,뚝섬,2호선
39,0,2023-12-31,0,성수,2호선,1,0,120,1,0,2,163,용두(동대문구청),2호선
39,1,2023-12-31,0,성수,2호선,47,0,1334,9,0,69,1499,잠실(송파구청),2호선
39,0,2023-12-31,0,송정,5호선,5,0,116,10,0,3,173,김포공항,5호선
39,0,2023-12-31,0,신도림,2호선,3,0,107,10,0,7,166,오류동,1호선
39,0,2023-12-31,0,신반포,9호선,1,0,15,2,0,3,60,고속터미널,9호선
39,0,2023-12-31,0,신풍,7호선,6,6,260,9,0,3,323,대림(구로구청),7호선
39,1,2023-12-31,0,쌍문,4호선,2,0,119,1,0,6,168,한성대입구(삼선교),4호선
39,0,2023-12-31,0,아차산(어린이대공원후문),5호선,3,0,60,3,0,3,108,암사,8호선
39,0,2023-12-31,0,아현,2호선,16,0,438,5,0,12,510,을지로입구,2호선
39,0,2023-12-31,0,암사,8호선,9,0,77,7,0,4,136,강동,5호선
39,1,2023-12-31,0,양재(서초구청),3호선,15,0,133,3,0,22,213,대치,3호선
39,0,2023-12-31,0,연신내,3호선,0,0,42,3,0,0,84,경마공원,4호선
39,0,2023-12-31,0,연신내,3호선,3,0,100,9,0,5,156,월드컵경기장(성산),6호선
39,0,2023-12-31,0,염창,9호선,0,0,82,6,0,1,128,국회의사당,9호선
39,2,2023-12-31,0,영등포구청,2호선,4,0,75,2,0,4,126,문래,2호선
39,1,2023-12-31,0,영등포구청,2호선,3,0,83,6,0,5,137,영등포구청,2호선
39,0,2023-12-31,0,오금,5호선,1,0,21,5,0,1,67,마천,5호선
39,0,2023-12-31,0,오류동,1호선,3,0,96,9,0,12,159,신도림,2호선
39,2,2023-12-31,0,옥수,3호선,9,0,75,3,0,13,141,왕십리(성동구청),1호선
39,0,2023-12-31,0,용두(동대문구청),2호선,4,0,157,4,0,3,207,성수,2호선
39,1,2023-12-31,0,월곡(동덕여대),6호선,4,0,98,5,0,6,153,석계,6호선
39,1,2023-12-31,0,월곡(동덕여대),6호선,0,0,4,0,0,0,44,제기동,1호선
39,0,2023-12-31,0,이대,2호선,33,1,837,8,0,50,968,홍대입구,2호선
39,0,2023-12-31,0,잠실나루,2호선,20,0,229,4,0,12,304,강변(동서울터미널),2호선
39,2,2023-12-31,0,제기동,1호선,0,0,16,6,0,0,63,도봉,1호선
39,0,2023-12-31,0,제기동,1호선,0,0,4,2,0,0,45,월곡(동덕여대),6호선
39,0,2023-12-31,0,제기동,1호선,0,0,17,2,0,0,58,홍제,3호선
39,0,2023-12-31,0,종각,1호선,26,0,424,11,0,36,536,종각,1호선
39,0,2023-12-31,0,창동,4호선,2,0,59,9,0,1,110,신이문,1호선
39,0,2023-12-31,0,하남시청(덕풍·신장),5호선,0,0,40,3,0,1,83,강동,5호선
39,1,2023-12-31,0,한성대입구(삼선교),4호선,0,0,74,6,0,4,124,창동,4호선
39,0,2023-12-31,0,행당,5호선,16,0,85,8,0,8,156,왕십리(성동구청),5호선
39,0,2023-12-31,0,혜화,4호선,39,0,695,12,0,56,841,노원,4호선
39,0,2023-12-31,0,혜화,4호선,21,0,499,12,0,31,602,쌍문,4호선
39,0,2023-12-31,0,화곡,5호선,36,0,515,9,0,11,610,광화문(세종문화회관),5호선
38,1,2023-12-31,0,가능,1호선,0,0,79,2,0,5,125,창동,4호선
38,0,2023-12-31,0,가능,1호선,1,0,29,5,0,2,75,청량리(서울시립대입구),1호선
38,1,2023-12-31,0,강남,2호선,6,5,564,5,0,18,637,구로디지털단지,2호선
38,0,2023-12-31,0,강남,2호선,61,0,1357,12,0,64,1532,삼성(무역센터),2호선
38,0,2023-12-31,0,강변(동서울터미널),2호선,16,0,233,4,0,8,299,잠실나루,2호선
38,0,2023-12-31,0,개롱,5호선,2,0,63,3,0,7,113,둔촌동,5호선
38,1,2023-12-31,0,경마공원,4호선,0,0,65,9,0,1,114,서울역,4호선
38,2,2023-12-31,0,경복궁(정부서울청사),3호선,8,0,290,5,0,11,354,종로3가,1호선
38,0,2023-12-31,0,고속터미널,3호선,4,0,214,3,0,1,260,금호,3호선
38,0,2023-12-31,0,광화문(세종문화회관),5호선,19,0,245,2,0,11,315,까치산,5호선
38,1,2023-12-31,0,군자(능동),5호선,7,0,127,9,0,9,191,장한평,5호선
38,0,2023-12-31,0,금호,3호선,5,1,207,2,0,2,255,고속터미널,3호선
38,1,2023-12-31,0,까치산,5호선,2,2,82,5,0,2,132,까치산,5호선
38,0,2023-12-31,0,낙성대(강감찬),2호선,6,0,196,13,0,10,263,낙성대(강감찬),2호선
38,1,2023-12-31,0,대림(구로구청),2호선,5,10,242,17,0,5,318,봉천,2호선
38,0,2023-12-31,0,도봉산,1호선,1,0,2,3,0,0,44,쌍문,4호선
38,0,2023-12-31,0,동대문,4호선,4,0,166,7,0,10,225,수유(강북구청),4호선
38,0,2023-12-31,0,동묘앞,1호선,2,0,31,5,0,3,79,부천,1호선
38,1,2023-12-31,0,마곡,5호선,8,0,195,8,0,10,260,까치산,5호선
38,0,2023-12-31,0,마천,5호선,3,0,19,3,0,5,68,개롱,5호선
38,0,2023-12-31,0,발산,5호선,27,0,191,4,0,12,272,개화산,5호선
38,0,2023-12-31,0,방배,2호선,1,0,81,4,0,3,127,봉천,2호선
38,0,2023-12-31,0,불광,3호선,7,0,98,4,0,1,148,대화,3호선
38,0,2023-12-31,0,불광,3호선,2,0,11,5,0,0,56,응암,6호선
38,1,2023-12-31,0,상왕십리,2호선,12,1,214,7,0,10,283,동대문역사문화공원(DDP),2호선
38,1,2023-12-31,0,수락산,7호선,3,0,42,9,0,2,95,수락산,7호선
38,0,2023-12-31,0,수유(강북구청),4호선,7,0,155,3,0,7,210,충무로,4호선
38,0,2023-12-31,0,신정(은행정),5호선,22,0,321,6,0,30,417,발산,5호선
38,0,2023-12-31,0,신정네거리,2호선,10,0,236,18,0,13,315,신도림,2호선
38,0,2023-12-31,0,신풍,7호선,7,0,107,7,0,7,166,철산,7호선
38,1,2023-12-31,0,아차산(어린이대공원후문),5호선,1,0,67,5,0,0,112,종로3가,5호선
38,0,2023-12-31,0,약수,3호선,1,1,107,6,0,1,154,을지로3가,3호선
38,1,2023-12-31,0,양재(서초구청),3호선,2,0,137,3,0,5,186,가락시장,3호선
38,0,2023-12-31,0,양재(서초구청),3호선,4,0,316,8,0,10,376,수서,3호선
38,2,2023-12-31,0,양주,1호선,0,0,39,3,0,0,82,청량리(서울시립대입구),1호선
38,0,2023-12-31,0,역촌,6호선,3,0,80,11,0,8,140,연신내,3호선
38,1,2023-12-31,0,영등포구청,2호선,11,0,175,7,0,10,242,신도림,2호선
38,1,2023-12-31,0,영등포시장,5호선,3,0,91,8,0,6,147,발산,5호선
38,1,2023-12-31,0,왕십리(성동구청),1호선,7,0,95,7,0,10,158,뚝섬,2호선
38,0,2023-12-31,0,용답,2호선,0,1,35,8,0,1,83,신설동,2호선
38,0,2023-12-31,0,월곡(동덕여대),6호선,0,0,11,4,0,1,54,청량리(서울시립대입구),1호선
38,0,2023-12-31,0,응암,6호선,0,0,6,4,0,1,49,홍제,3호선
38,0,2023-12-31,0,이수,7호선,3,0,151,8,0,0,200,상도,7호선
38,0,2023-12-31,0,종각,1호선,14,0,308,13,0,13,386,신설동,1호선
38,0,2023-12-31,0,종로3가,1호선,5,0,95,6,0,0,144,청량리(서울시립대입구),1호선
38,1,2023-12-31,0,중화,7호선,0,0,90,3,0,2,134,도봉산,7호선
38,0,2023-12-31,0,증산(명지대앞),6호선,3,0,28,2,0,2,73,증산(명지대앞),6호선
38,0,2023-12-31,0,지축,3호선,24,0,160,9,0,14,245,구파발,3호선
38,0,2023-12-31,0,창동,4호선,0,0,34,6,0,0,78,제기동,1호선
38,0,2023-12-31,0,총신대입구(이수),4호선,0,0,14,3,0,0,55,동작(현충원),4호선
38,1,2023-12-31,0,충정로(경기대입구),2호선,7,0,252,3,0,6,307,을지로입구,2호선
38,1,2023-12-31,0,태릉입구,7호선,2,0,36,2,0,1,80,중화,7호선
38,3,2023-12-31,0,하계,7호선,4,0,92,10,0,2,149,중화,7호선
38,0,2023-12-31,0,화곡,5호선,15,2,171,8,0,3,237,신정(은행정),5호선
38,1,2023-12-31,0,화랑대(서울여대입구),6호선,5,0,95,3,0,2,144,돌곶이,6호선
38,0,2023-12-31,0,회현(남대문시장),4호선,4,1,171,4,0,1,219,노원,4호선
38,0,2023-12-31,0,효창공원앞,6호선,1,0,26,4,0,2,71,공덕,6호선
37,0,2023-12-31,0,강남구청,7호선,1,0,15,1,0,2,56,청담,7호선
37,0,2023-12-31,0,개봉,1호선,4,0,187,8,0,6,242,서울역,1호선
37,1,2023-12-31,0,경복궁(정부서울청사),3호선,8,0,344,3,0,11,404,압구정,3호선
37,1,2023-12-31,0,고덕,5호선,22,0,21,6,0,15,102,강일,5호선
37,0,2023-12-31,0,고속터미널,7호선,1,0,65,2,0,5,110,내방,7호선
37,1,2023-12-31,0,고속터미널,3호선,12,0,281,5,0,6,342,신대방삼거리,7호선
37,0,2023-12-31,0,공릉(서울과학기술대),7호선,2,0,139,4,0,8,190,상봉(시외버스터미널),7호선
37,0,2023-12-31,0,광나루(장신대),5호선,1,0,76,2,0,3,119,강동,5호선
37,0,2023-12-31,0,광나루(장신대),5호선,1,0,64,7,0,0,109,암사,8호선
37,0,2023-12-31,0,구산,6호선,6,0,39,4,0,8,94,증산(명지대앞),6호선
37,0,2023-12-31,0,길음,4호선,11,0,133,9,0,7,197,동대문,4호선
37,2,2023-12-31,0,남성,7호선,6,0,78,5,0,13,141,내방,7호선
37,2,2023-12-31,0,노원,4호선,53,0,694,7,0,61,854,혜화,4호선
37,0,2023-12-31,0,노원,7호선,3,0,75,4,0,3,122,회룡,1호선
37,0,2023-12-31,0,대림(구로구청),2호선,1,4,244,9,0,6,301,사당,2호선
37,0,2023-12-31,0,대치,3호선,30,0,65,3,0,43,178,일원,3호선
37,1,2023-12-31,0,동대문,1호선,0,0,38,5,0,3,84,쌍문,4호선
37,2,2023-12-31,0,동대문역사문화공원(DDP),2호선,4,0,157,7,0,11,218,상왕십리,2호선
37,0,2023-12-31,0,동작(현충원),4호선,0,0,25,2,0,0,64,총신대입구(이수),4호선
37,0,2023-12-31,0,등촌,9호선,0,0,96,2,0,4,139,국회의사당,9호선
37,0,2023-12-31,0,마들,7호선,6,0,99,5,0,9,156,공릉(서울과학기술대),7호선
37,3,2023-12-31,0,면목,7호선,1,0,62,4,0,1,108,도봉산,7호선
37,0,2023-12-31,0,목동,5호선,13,0,190,10,0,17,267,발산,5호선
37,0,2023-12-31,0,미아사거리,4호선,7,2,155,7,0,4,212,회현(남대문시장),4호선
37,0,2023-12-31,0,발산,5호선,24,0,274,12,0,26,373,오목교(목동운동장앞),5호선
37,0,2023-12-31,0,상일동,5호선,8,0,80,5,0,1,131,강동,5호선
37,0,2023-12-31,0,상일동,5호선,6,0,74,1,0,5,123,하남시청(덕풍·신장),5호선
37,0,2023-12-31,0,석계,6호선,9,0,92,6,0,4,148,월곡(동덕여대),6호선
37,0,2023-12-31,0,성신여대입구(돈암),4호선,6,0,183,4,0,14,244,창동,4호선
37,0,2023-12-31,0,송파,8호선,10,0,120,7,0,9,183,천호(풍납토성),8호선
37,0,2023-12-31,0,신당,2호선,3,0,99,7,0,4,150,뚝섬,2호선
37,0,2023-12-31,0,신대방삼거리,7호선,1,0,17,0,0,0,55,영등포,1호선
37,0,2023-12-31,0,신도림,2호선,3,0,284,8,0,2,334,사당,2호선
37,1,2023-12-31,0,신풍,7호선,4,4,92,3,0,1,142,남구로,7호선
37,0,2023-12-31,0,애오개,5호선,30,0,325,0,0,18,410,광화문(세종문화회관),5호선
37,0,2023-12-31,0,어린이대공원(세종대),7호선,5,0,74,4,0,5,125,중곡,7호선
37,0,2023-12-31,0,여의도,5호선,9,0,282,6,0,5,339,마포,5호선
37,0,2023-12-31,0,역촌,6호선,1,0,26,5,0,1,70,불광,6호선
37,3,2023-12-31,0,영등포,1호선,3,0,156,9,0,5,213,청량리(서울시립대입구),1호선
37,0,2023-12-31,0,왕십리(성동구청),5호선,3,0,24,9,0,2,75,마장,5호선
37,0,2023-12-31,0,왕십리(성동구청),5호선,13,0,91,6,0,7,154,신금호,5호선
37,0,2023-12-31,0,왕십리(성동구청),1호선,7,0,77,5,0,5,131,옥수,3호선
37,0,2023-12-31,0,우장산,5호선,12,0,103,1,0,15,168,목동,5호선
37,2,2023-12-31,0,이수,7호선,4,0,153,9,0,9,214,신대방삼거리,7호선
37,2,2023-12-31,0,잠실(송파구청),8호선,7,0,115,1,0,7,169,가락시장,3호선
37,0,2023-12-31,0,잠원,3호선,6,0,81,3,0,11,138,압구정,3호선
37,1,2023-12-31,0,장지,8호선,7,0,73,5,0,5,128,문정,8호선
37,1,2023-12-31,0,종로3가,1호선,7,0,265,1,0,19,330,구로,1호선
37,0,2023-12-31,0,종로3가,1호선,5,0,163,6,0,4,215,석계,1호선
37,0,2023-12-31,0,종로3가,5호선,1,0,133,7,0,1,179,화곡,5호선
37,0,2023-12-31,0,종합운동장,2호선,8,0,48,0,0,4,97,잠실나루,2호선
37,0,2023-12-31,0,증산(명지대앞),6호선,1,0,20,3,0,0,61,새절(신사),6호선
37,1,2023-12-31,0,창동,4호선,1,0,69,3,0,0,111,가능,1호선
37,0,2023-12-31,0,천호(풍납토성),8호선,5,0,115,6,0,3,166,잠실(송파구청),2호선
37,0,2023-12-31,0,철산,7호선,3,0,100,7,0,5,152,신풍,7호선
37,0,2023-12-31,0,청담,7호선,1,0,29,2,0,1,70,강남구청,7호선
37,0,2023-12-31,0,청량리(서울시립대입구),1호선,1,0,93,5,0,2,138,신설동,1호선
37,1,2023-12-31,0,한성대입구(삼선교),4호선,6,0,77,6,0,1,128,동대문,4호선
37,0,2023-12-31,0,혜화,4호선,9,0,133,7,0,17,203,한성대입구(삼선교),4호선
37,1,2023-12-31,0,홍대입구,2호선,181,1,3146,13,0,178,3557,을지로입구,2호선
36,0,2023-12-31,0,강남,2호선,5,1,315,11,0,6,374,봉천,2호선
36,0,2023-12-31,0,강동,5호선,3,0,52,7,0,1,99,마천,5호선
36,0,2023-12-31,0,강동구청,8호선,7,0,53,2,0,6,104,몽촌토성(평화의문),8호선
36,0,2023-12-31,0,개롱,5호선,2,1,15,6,0,1,61,거여,5호선
36,0,2023-12-31,0,거여,5호선,2,1,19,10,0,0,68,개롱,5호선
36,0,2023-12-31,0,건대입구,2호선,25,0,501,9,0,34,605,뚝섬,2호선
36,0,2023-12-31,0,경마공원,4호선,0,0,28,3,0,1,68,연신내,3호선
36,1,2023-12-31,0,경찰병원,3호선,2,0,149,8,0,2,198,수서,3호선
36,0,2023-12-31,0,고속터미널,3호선,12,0,583,1,0,30,662,신사,3호선
36,0,2023-12-31,0,공릉(서울과학기술대),7호선,4,0,93,4,0,5,142,마들,7호선
36,0,2023-12-31,0,광나루(장신대),5호선,7,0,88,3,0,5,139,굽은다리(강동구민회관앞),5호선
36,1,2023-12-31,0,광흥창(서강),6호선,1,1,89,10,0,2,140,마포구청,6호선
36,0,2023-12-31,0,구로디지털단지,2호선,2,3,164,5,0,5,215,까치산,5호선
36,0,2023-12-31,0,군자(능동),5호선,3,0,102,2,0,3,146,답십리,5호선
36,0,2023-12-31,0,길동,5호선,8,0,162,6,0,3,215,미사,5호선
36,0,2023-12-31,0,까치산,5호선,1,3,181,6,0,5,232,구로디지털단지,2호선
36,0,2023-12-31,0,남한산성입구(성남법원.검찰청),8호선,37,0,408,4,0,22,507,잠실(송파구청),8호선
36,0,2023-12-31,0,단대오거리,8호선,1,0,36,5,0,0,78,단대오거리,8호선
36,0,2023-12-31,0,대림(구로구청),7호선,3,6,364,15,0,2,426,남구로,7호선
36,0,2023-12-31,0,대림(구로구청),2호선,1,0,296,3,0,6,342,부천,1호선
36,1,2023-12-31,0,동대문,1호선,5,0,380,10,0,6,438,서울역,1호선
36,0,2023-12-31,0,동대문역사문화공원(DDP),4호선,13,0,218,9,0,10,286,미아사거리,4호선
36,0,2023-12-31,0,동대입구,3호선,3,0,179,4,0,12,234,동대입구,3호선
36,0,2023-12-31,0,뚝섬,2호선,37,0,769,10,0,69,921,건대입구,2호선
36,1,2023-12-31,0,마들,7호선,5,0,118,3,0,1,164,상봉(시외버스터미널),7호선
36,1,2023-12-31,0,매봉,3호선,6,0,61,3,0,19,126,대치,3호선
36,0,2023-12-31,0,무악재,3호선,1,0,19,7,0,2,65,독립문,3호선
36,0,2023-12-31,0,반포,7호선,3,0,48,1,0,4,92,논현,7호선
36,1,2023-12-31,0,발산,5호선,18,0,146,11,0,9,221,목동,5호선
36,0,2023-12-31,0,사당,2호선,3,0,295,9,0,6,349,신도림,2호선
36,2,2023-12-31,0,삼송,3호선,1,0,104,2,0,3,148,종로3가,1호선
36,0,2023-12-31,0,삼전,9호선,0,0,66,0,0,2,104,석촌,9호선
36,0,2023-12-31,0,서울역,1호선,6,0,261,11,0,4,318,동대문,1호선
36,0,2023-12-31,0,서초,2호선,2,0,143,2,0,5,188,역삼,2호선
36,0,2023-12-31,0,송파,8호선,1,0,67,3,0,2,109,문정,8호선
36,0,2023-12-31,0,송파나루,9호선,2,0,71,2,0,4,115,석촌고분,9호선
36,1,2023-12-31,0,시청,2호선,16,0,171,9,0,7,240,아현,2호선
36,1,2023-12-31,0,신당,2호선,5,0,80,5,0,2,129,구의(광진구청),2호선
36,0,2023-12-31,0,신당,2호선,10,0,273,9,0,7,335,동대문역사문화공원(DDP),2호선
36,1,2023-12-31,0,신도림,2호선,5,0,246,15,0,1,304,부천,1호선
36,0,2023-12-31,0,신림,2호선,5,1,292,6,0,9,349,교대(법원.검찰청),2호선
36,1,2023-12-31,0,아현,2호선,27,0,356,7,0,40,467,홍대입구,2호선
36,0,2023-12-31,0,압구정,3호선,2,0,104,0,0,6,148,동대입구,3호선
36,0,2023-12-31,0,약수,3호선,3,0,62,4,0,4,109,옥수,3호선
36,0,2023-12-31,0,양재(서초구청),3호선,1,0,57,1,0,3,98,양재(서초구청),3호선
