ID,MLSFC_NM,POI_ID,POI_NM,CL_CD,CL_NM,CTPRVN_NM,SIGNGU_NM,위도,경도
826,문화시설,1954814,박영석산악문화센터,100103,기타전시/박물관,서울특별시,마포구,37.56937227,126.8798357
827,문화시설,1956736,국립항공박물관,100103,기타전시/박물관,서울특별시,강서구,37.55668837,126.8084858
828,문화시설,195887,OCI미술관,100106,소형갤러리,서울특별시,종로구,37.57318629,126.9820969
829,문화시설,1969891,어북뮤지엄,100103,기타전시/박물관,서울특별시,종로구,37.58555954,126.9704852
830,문화시설,1970054,서울기록원,100103,기타전시/박물관,서울특별시,은평구,37.60766917,126.9346145
831,문화시설,197055,김달진미술연구소,100105,미술관,서울특별시,마포구,37.55364035,126.9288869
832,문화시설,197057,한국미술정보센터,100105,미술관,서울특별시,마포구,37.55364035,126.9288869
833,문화시설,1971505,아트홀가얏고을,100203,공연/연극/문화센터,서울특별시,강남구,37.50473541,127.0484986
834,문화시설,1971506,성북마을극장,100203,공연/연극/문화센터,서울특별시,성북구,37.59166316,127.0173412
835,문화시설,1974531,예올북촌가,100103,기타전시/박물관,서울특별시,종로구,37.5813382,126.985222
836,문화시설,1976277,정순왕후기념공간,100102,대형기념관/묘역,서울특별시,종로구,37.5774739,127.0183091
837,문화시설,1978465,케이지문화교류센터,100203,공연/연극/문화센터,서울특별시,구로구,37.49775007,126.8923707
838,문화시설,1979085,서연아트홀,100203,공연/연극/문화센터,서울특별시,종로구,37.58390934,127.0005699
839,문화시설,1979086,허수아비소극장,100203,공연/연극/문화센터,서울특별시,종로구,37.58337266,126.9970206
840,문화시설,1979330,봉제역사관이음피움,100103,기타전시/박물관,서울특별시,종로구,37.57481233,127.0103828
841,문화시설,1979376,서울도시건축센터,100101,대형전시/박물관,서울특별시,종로구,37.56848492,126.9688431
842,문화시설,1980287,CGV,100208,CGV,서울특별시,강북구,37.64239741,127.0298301
843,문화시설,1980301,메가박스,100212,메가박스,서울특별시,강동구,37.52845383,127.1253814
844,문화시설,1983090,인사아트홀2,100203,공연/연극/문화센터,서울특별시,종로구,37.57384268,126.9856094
845,문화시설,1985007,서울시립미술아카이브,100105,미술관,서울특별시,종로구,37.60799151,126.9720749
846,문화시설,198725,송은아트스페이스,100105,미술관,서울특별시,강남구,37.5261481,127.0469826
847,문화시설,198796,한국판소리보존회,100103,기타전시/박물관,서울특별시,강동구,37.53822643,127.1334798
848,문화시설,2015081,마루아트홀,100203,공연/연극/문화센터,서울특별시,종로구,37.58227388,127.0024994
849,문화시설,2015095,슈피겐홀,100203,공연/연극/문화센터,서울특별시,강남구,37.51138259,127.0485033
850,문화시설,2017014,다락옥수,100203,공연/연극/문화센터,서울특별시,성동구,37.54280154,127.0168578
851,문화시설,2017158,서울하수도과학관,100103,기타전시/박물관,서울특별시,성동구,37.55772352,127.0580496
852,문화시설,2017183,성북선잠박물관,100103,기타전시/박물관,서울특별시,성북구,37.59323192,126.9982279
853,문화시설,2017303,세운전자박물관,100103,기타전시/박물관,서울특별시,종로구,37.56932039,126.9952448
854,문화시설,2017758,아모레퍼시픽미술관,100105,미술관,서울특별시,용산구,37.52878834,126.9687048
855,문화시설,2018835,식민지역사박물관,100103,기타전시/박물관,서울특별시,용산구,37.54576974,126.9667926
856,문화시설,2018940,반초갤러리,100106,소형갤러리,서울특별시,금천구,37.45107973,126.9146133
857,문화시설,2019498,인사1길컬쳐스페이스,100203,공연/연극/문화센터,서울특별시,종로구,37.57155492,126.9868395
858,문화시설,2021215,서울도시건축전시관,100103,기타전시/박물관,서울특별시,중구,37.56691097,126.9766678
859,문화시설,2021551,메가박스,100212,메가박스,서울특별시,마포구,37.56847457,126.8983043
860,문화시설,2023439,오류문화센터,100203,공연/연극/문화센터,서울특별시,구로구,37.4953763,126.8460097
861,문화시설,2023586,푸룻푸룻뮤지엄,100103,기타전시/박물관,서울특별시,종로구,37.57157459,126.9869277
862,문화시설,2023915,SM타운뮤지엄,100103,기타전시/박물관,서울특별시,강남구,37.50998972,127.0614955
863,문화시설,2037285,사각사각플레이스,100203,공연/연극/문화센터,서울특별시,송파구,37.51771016,127.0819648
864,문화시설,2038022,뮤팩,100203,공연/연극/문화센터,서울특별시,성동구,37.56486857,127.0359107
865,문화시설,2042100,서울시청신청사다목적홀,100200,N,서울특별시,중구,37.56627093,126.9777697
866,문화시설,2042116,강남씨어터,100200,N,서울특별시,강남구,37.49520506,127.0333042
867,문화시설,2042214,마리오네트,100200,N,서울특별시,영등포구,37.52000062,126.9402369
868,문화시설,2046375,갤러리쿰,100106,소형갤러리,서울특별시,성동구,37.54817402,127.0532733
869,문화시설,2055029,더서울라이티움,100101,대형전시/박물관,서울특별시,성동구,37.54555778,127.0429394
870,문화시설,2060560,감리교신학대학교역사박물관,100103,기타전시/박물관,서울특별시,서대문구,37.5674441,126.9630766
871,문화시설,2060629,경희대학교자연사박물관,100103,기타전시/박물관,서울특별시,동대문구,37.59781348,127.0552392
872,문화시설,206277,KCDF갤러리,100106,소형갤러리,서울특별시,종로구,37.57403507,126.9841321
873,문화시설,206315,공아트스페이스,100103,기타전시/박물관,서울특별시,종로구,37.57272471,126.9852097
874,문화시설,2065789,정원,100200,N,서울특별시,성북구,37.60835861,127.0288639
875,문화시설,2066337,스프링프라자,100200,N,서울특별시,송파구,37.47784638,127.124731
876,문화시설,2066378,걸리버공방,100200,N,서울특별시,은평구,37.60978128,126.9136868
877,문화시설,2066605,예스24라이브홀,100203,공연/연극/문화센터,서울특별시,광진구,37.5457506,127.1079208
878,문화시설,2067166,코엑스아트홀,100203,공연/연극/문화센터,서울특별시,강남구,37.51033719,127.0608387
879,문화시설,206986,CGV,100208,CGV,서울특별시,중구,37.56126338,126.9853583
880,문화시설,2070518,파랑홀,100200,N,서울특별시,동작구,37.47651464,126.9741851
881,문화시설,2075818,아신아트홀,100200,N,서울특별시,서초구,37.49615436,126.9980573
882,문화시설,207808,윤동주문학관,100103,기타전시/박물관,서울특별시,종로구,37.592099,126.9671285
883,문화시설,2078849,아리랑시네미디어센터,100203,공연/연극/문화센터,서울특별시,성북구,37.60035094,127.013828
884,문화시설,2079158,광림아트센터장천홀,100200,N,서울특별시,강남구,37.52426827,127.026404
885,문화시설,2079992,신한PLAY스퀘어,100200,N,서울특별시,마포구,37.55156782,126.9140308
886,문화시설,208048,하이트컬렉션,100103,기타전시/박물관,서울특별시,강남구,37.5216505,127.0567883
887,문화시설,2081998,동서울아트홀,100200,N,서울특별시,광진구,37.53431827,127.0919352
888,문화시설,2082040,충무아트센터대극장,100200,N,서울특별시,중구,37.56597157,127.0147538
889,문화시설,2082985,현대아트,100203,공연/연극/문화센터,서울특별시,강남구,37.50919561,127.0595764
890,문화시설,2083516,광림아트센터BBCH홀,100203,공연/연극/문화센터,서울특별시,강남구,37.5240683,127.0252916
891,문화시설,2085470,유로디자인센터,100200,N,서울특별시,강남구,37.51327803,127.0302165
892,문화시설,2085506,익스트림씨어터2관,100203,공연/연극/문화센터,서울특별시,종로구,37.5776367,127.0046794
893,문화시설,2085517,스튜디오콘크리트,100106,소형갤러리,서울특별시,용산구,37.5424614,127.0025166
894,문화시설,2085666,후암스테이지,100203,공연/연극/문화센터,서울특별시,종로구,37.58208613,127.0004297
895,문화시설,2085686,JS연습실,100200,N,서울특별시,광진구,37.53735923,127.0666249
896,문화시설,2085994,이상열아트센터,100203,공연/연극/문화센터,서울특별시,광진구,37.55587393,127.0777484
897,문화시설,2086577,알부스갤러리,100200,N,서울특별시,용산구,37.53819127,127.0058929
898,문화시설,2087819,렘넌트문화센터,100200,N,서울특별시,강서구,37.55786122,126.8494691
899,문화시설,2087942,스튜디오SK소극장,100203,공연/연극/문화센터,서울특별시,종로구,37.58387754,126.9970924
900,문화시설,2088505,하랑플레이스,100200,N,서울특별시,마포구,37.54844688,126.9178882
901,문화시설,208914,예술가의집,100103,기타전시/박물관,서울특별시,종로구,37.57994009,127.0029426
902,문화시설,2091252,리즈아뜰리에,100200,N,서울특별시,강서구,37.55258733,126.8734796
903,문화시설,2091502,아이엠프로듀서랩,100200,N,서울특별시,마포구,37.54713044,126.9192381
904,문화시설,2092310,예감터여민,100200,N,서울특별시,중구,37.55147309,127.0044427
905,문화시설,2092945,서중아트센터,100203,공연/연극/문화센터,서울특별시,마포구,37.57631814,126.8891775
906,문화시설,2093322,광림아트센터,100200,N,서울특별시,강남구,37.52392671,127.0254291
907,문화시설,2094077,페리지홀앤갤러리,100200,N,서울특별시,서초구,37.48223963,127.0127439
908,문화시설,2094186,CKL스테이지,100203,공연/연극/문화센터,서울특별시,중구,37.56857067,126.9816443
909,문화시설,2094466,쎄듀컬쳐센터,100203,공연/연극/문화센터,서울특별시,강남구,37.49276392,127.0403661
910,문화시설,2094472,언더스테이지,100203,공연/연극/문화센터,서울특별시,용산구,37.53665809,127.000606
911,문화시설,2094709,리홀아트갤러리,100105,미술관,서울특별시,성북구,37.59456777,126.9909178
912,문화시설,2097431,불암산나비정원불암산생태학습관,100103,기타전시/박물관,서울특별시,노원구,37.65597581,127.0803111
913,문화시설,2097433,불암산나비정원,100103,기타전시/박물관,서울특별시,노원구,37.65544752,127.0806344
914,문화시설,2097476,MBC애드컴,100200,N,서울특별시,중구,37.56310462,126.9815195
915,문화시설,2101530,클라이브,100200,N,서울특별시,중구,37.56555483,127.0071046
916,문화시설,2102485,케이아트,100203,공연/연극/문화센터,서울특별시,마포구,37.55148829,126.924025
917,문화시설,21030,서울숲수도박물관,100103,기타전시/박물관,서울특별시,성동구,37.53848688,127.0428305
918,문화시설,2103893,세컨드뮤지엄,100200,N,서울특별시,종로구,37.58243546,126.9695575
919,문화시설,21088,국립고궁박물관,100103,기타전시/박물관,서울특별시,종로구,37.57658529,126.9749024
920,문화시설,2108957,딴따라댄스홀,100203,공연/연극/문화센터,서울특별시,마포구,37.5591124,126.9209251
921,문화시설,2109017,팜인디에어,100200,N,서울특별시,마포구,37.54915496,126.9121887
922,문화시설,2109266,청년공간이음,100200,N,서울특별시,관악구,37.47785578,126.9588739
923,문화시설,2110299,KREIS,100200,N,서울특별시,광진구,37.55325774,127.08831
924,문화시설,211058,대한민국역사박물관,100101,대형전시/박물관,서울특별시,종로구,37.5739303,126.9779313
925,문화시설,2111853,크레오스페이스,100200,N,서울특별시,영등포구,37.51224269,126.9151269
926,문화시설,2113241,대학로라이브썸데이즈홀,100203,공연/연극/문화센터,서울특별시,종로구,37.58255282,127.0025795
927,문화시설,2113593,벽과나사이,100200,N,서울특별시,마포구,37.55349653,126.9268497
928,문화시설,2113603,공간222,100203,공연/연극/문화센터,서울특별시,성북구,37.58940213,127.0087537
929,문화시설,2113912,북극곰소극장,100203,공연/연극/문화센터,서울특별시,종로구,37.57743682,127.0057418
930,문화시설,2114415,봄날아트홀,100200,N,서울특별시,종로구,37.57998639,127.0042419
931,문화시설,2114561,시온아트홀,100203,공연/연극/문화센터,서울특별시,종로구,37.58300266,127.002617
932,문화시설,2115038,KOCCA콘텐츠시연장,100200,N,서울특별시,동대문구,37.59135254,127.0451379
933,문화시설,2115043,문호아트홀,100200,N,서울특별시,종로구,37.57042858,126.972945
934,문화시설,2115113,심산아트홀,100200,N,서울특별시,서초구,37.49901959,126.9915852
935,문화시설,2115603,프리버드라이브홀,100200,N,서울특별시,서대문구,37.56007903,126.9268246
936,문화시설,2115806,동랑연극앙상블,100200,N,서울특별시,중구,37.56182189,127.0066922
937,문화시설,211609,관악어린이창작놀이터,100203,공연/연극/문화센터,서울특별시,관악구,37.48586971,126.9408219
938,문화시설,2117078,웃찾사전용관,100203,공연/연극/문화센터,서울특별시,종로구,37.58296106,127.0026045
939,문화시설,2118473,북촌전통공예체험관,100200,N,서울특별시,종로구,37.58242749,126.9860935
940,문화시설,2119345,바라캇서울,100200,N,서울특별시,종로구,37.58088591,126.980594
941,문화시설,2119473,남산예술원,100200,N,서울특별시,용산구,37.55004783,126.9820448
942,문화시설,212198,용산구청용산아트홀,100203,공연/연극/문화센터,서울특별시,용산구,37.53261729,126.9904268
943,문화시설,2126753,성수메이커스페이스,100200,N,서울특별시,성동구,37.54397501,127.0611877
944,문화시설,2126817,세종문화회관체임버홀,100200,N,서울특별시,종로구,37.57222852,126.9756447
945,문화시설,2127245,연세아케이드,100200,N,서울특별시,중구,37.5572135,126.9733329
946,문화시설,2128104,테라스가든,100200,N,서울특별시,양천구,37.526682,126.8749927
947,문화시설,2128591,디앤지홀,100203,공연/연극/문화센터,서울특별시,송파구,37.50840506,127.1159963
948,문화시설,2128999,와팝홀,100203,공연/연극/문화센터,서울특별시,광진구,37.55079951,127.0797734
949,문화시설,2129451,현대백화점목동점물분수대,100200,N,서울특별시,양천구,37.52668204,126.8745927
950,문화시설,21298,충무갤러리,100105,미술관,서울특별시,중구,37.56602764,127.0148424
951,문화시설,2130983,혜윰창작실,100200,N,서울특별시,서초구,37.49150466,126.9829588
952,문화시설,2131547,장미수공방,100200,N,서울특별시,노원구,37.63294813,127.0670847
953,문화시설,2134172,서울새활용플라자,100203,공연/연극/문화센터,서울특별시,성동구,37.558662,127.0577101
954,문화시설,2134214,소극장공유,100203,공연/연극/문화센터,서울특별시,종로구,37.58761887,127.0031668
955,문화시설,2134866,잭크래프트,100200,N,서울특별시,용산구,37.53164283,127.0011062
956,문화시설,2136024,디저트공방그루,100200,N,서울특별시,송파구,37.53076086,127.1194328
957,문화시설,2136642,팡타개라지,100203,공연/연극/문화센터,서울특별시,종로구,37.57203666,126.9689204
958,문화시설,2137706,롤러팩토리,100200,N,서울특별시,영등포구,37.53487321,126.9030649
959,문화시설,2138088,보원요,100200,N,서울특별시,종로구,37.57409697,126.9849306
960,문화시설,2138158,블러섬랜드,100203,공연/연극/문화센터,서울특별시,마포구,37.54527243,126.9262875
961,문화시설,2139352,정동도깨비스톰전용관,100200,N,서울특별시,중구,37.5680622,126.9697079
962,문화시설,2139353,정동컬쳐프라자,100200,N,서울특별시,중구,37.56814551,126.9699329
963,문화시설,2139564,청년문화공간JU동교동,100203,공연/연극/문화센터,서울특별시,마포구,37.55728293,126.9231527
964,문화시설,21403,구로아트밸리,100203,공연/연극/문화센터,서울특별시,구로구,37.49666793,126.8889686
965,문화시설,2141308,크레모나악기연습실,100200,N,서울특별시,서초구,37.48454758,127.0101316
966,문화시설,2143794,SBA서울애니메이션센터,100203,공연/연극/문화센터,서울특별시,중구,37.55978293,126.9829057
967,문화시설,215116,고운님,100103,기타전시/박물관,서울특별시,종로구,37.57438219,126.9863675
968,문화시설,216184,칸스톤전시장,100103,기타전시/박물관,서울특별시,강남구,37.50176832,127.0411075
969,문화시설,217526,HART,100106,소형갤러리,서울특별시,강남구,37.50151617,127.0677895
970,문화시설,219657,마당세실극장,100203,공연/연극/문화센터,서울특별시,종로구,37.57871166,127.0046821
971,문화시설,219841,백성희장민호극장,100203,공연/연극/문화센터,서울특별시,용산구,37.55279139,126.9681238
972,문화시설,219876,수선재선뮤지엄,100103,기타전시/박물관,서울특별시,성북구,37.61759138,127.0016273
973,문화시설,219888,문화공간아루이,100103,기타전시/박물관,서울특별시,서초구,37.49103797,126.9952638
974,문화시설,219946,선뮤지엄영등포,100103,기타전시/박물관,서울특별시,영등포구,37.52629494,126.8970068
975,문화시설,219949,선뮤지엄응암,100103,기타전시/박물관,서울특별시,은평구,37.59057268,126.9170944
976,문화시설,220396,국립극단소극장판,100203,공연/연극/문화센터,서울특별시,용산구,37.55314937,126.9682149
977,문화시설,220628,김옥길기념관,100103,기타전시/박물관,서울특별시,서대문구,37.56476299,126.9444602
978,문화시설,220636,두루,100105,미술관,서울특별시,종로구,37.5933083,126.9635413
979,문화시설,220639,목금토갤러리,100105,미술관,서울특별시,종로구,37.5822708,127.0036311
980,문화시설,220641,르쁘띠꾸르,100103,기타전시/박물관,서울특별시,종로구,37.5851302,126.9818111
981,문화시설,220642,북촌동양문화박물관,100103,기타전시/박물관,서울특별시,종로구,37.58387517,126.983623
982,문화시설,220665,가희갤러리,100105,미술관,서울특별시,종로구,37.58134409,126.984899
983,문화시설,220666,아신갤러리,100105,미술관,서울특별시,종로구,37.58093587,126.984878
984,문화시설,220679,갤러리담,100105,미술관,서울특별시,종로구,37.57910676,126.9834513
985,문화시설,220684,COREME,100105,미술관,서울특별시,종로구,37.578089,126.9798889
986,문화시설,220699,미술관가는길,100105,미술관,서울특별시,종로구,37.57438032,126.9867452
987,문화시설,220701,단성갤러리,100105,미술관,서울특별시,종로구,37.57404456,126.9854387
988,문화시설,220702,상록갤러리,100105,미술관,서울특별시,종로구,37.57405216,126.9851354
989,문화시설,220706,록갤러리,100105,미술관,서울특별시,종로구,37.57321494,126.9865716
990,문화시설,220711,미호갤러리,100105,미술관,서울특별시,종로구,37.574695,126.9842885
991,문화시설,220712,고도사,100105,미술관,서울특별시,종로구,37.57383288,126.9844163
992,문화시설,220716,관훈미술관,100105,미술관,서울특별시,종로구,37.5737452,126.9847711
993,문화시설,220718,보나장신구박물관,100103,기타전시/박물관,서울특별시,종로구,37.57365546,126.9846358
994,문화시설,220720,갤러리아트플러스,100105,미술관,서울특별시,종로구,37.57320153,126.9870332
995,문화시설,220722,루벤,100105,미술관,서울특별시,종로구,37.57286973,126.9856427
996,문화시설,220726,물파스페이스,100105,미술관,서울특별시,종로구,37.57298034,126.9838288
997,문화시설,220733,뤼미에르,100105,미술관,서울특별시,종로구,37.57181696,126.9705345
998,문화시설,220749,배재학당역사박물관,100103,기타전시/박물관,서울특별시,중구,37.56401379,126.9726018
999,문화시설,220755,CJ휴리더쉽센터,100103,기타전시/박물관,서울특별시,중구,37.55918814,126.9952613
1000,문화시설,220866,더화이트갤러리,100105,미술관,서울특별시,강남구,37.52410527,127.0554035
1001,문화시설,220878,갤러리지현,100105,미술관,서울특별시,강남구,37.52607375,127.0466335
1002,문화시설,220901,갤러리얼,100105,미술관,서울특별시,강남구,37.52299938,127.0220285
1003,문화시설,220951,AH,100103,기타전시/박물관,서울특별시,마포구,37.54902651,126.9197506
1004,문화시설,220954,다문화박물관,100103,기타전시/박물관,서울특별시,마포구,37.55068783,126.9198326
1005,문화시설,220958,나사렛기념관,100103,기타전시/박물관,서울특별시,양천구,37.54715412,126.8700409
1006,문화시설,221166,갤러리서,100103,기타전시/박물관,서울특별시,서초구,37.49294707,127.0173988
1007,문화시설,221176,PMC소극장1관,100203,공연/연극/문화센터,서울특별시,종로구,37.58294219,127.0026834
1008,문화시설,221185,갤러리수,100105,미술관,서울특별시,서초구,37.47516438,127.0445078
1009,문화시설,221187,밀물아트센타,100103,기타전시/박물관,서울특별시,강남구,37.47367471,127.0529364
1010,문화시설,221210,SK허브아트센터,100203,공연/연극/문화센터,서울특별시,종로구,37.57572499,126.9861959
1011,문화시설,221216,틴틴홀,100203,공연/연극/문화센터,서울특별시,종로구,37.58162617,127.0035473
1012,문화시설,221377,강서농협하나로문화센터,100203,공연/연극/문화센터,서울특별시,강서구,37.57645764,126.8120824
1013,문화시설,221386,미즈메디문화센터,100203,공연/연극/문화센터,서울특별시,강서구,37.55247602,126.8354471
1014,문화시설,221675,광진교8번가,100203,공연/연극/문화센터,서울특별시,강동구,37.54480709,127.1133706
1015,문화시설,221751,구립서초유스센터,100203,공연/연극/문화센터,서울특별시,서초구,37.48553891,127.0103529
1016,문화시설,222057,씨네코아,100203,공연/연극/문화센터,서울특별시,종로구,37.56892519,126.9881146
1017,문화시설,222230,낙산씨어터,100203,공연/연극/문화센터,서울특별시,종로구,37.583667,127.0025631
1018,문화시설,222288,조선왕릉전시관,100103,기타전시/박물관,서울특별시,노원구,37.63061556,127.0970108
1019,문화시설,222397,강동아트센터,100204,대형예술센터,서울특별시,강동구,37.55120571,127.1574803
1020,문화시설,222413,눈빛극장,100203,공연/연극/문화센터,서울특별시,종로구,37.5871633,126.9997651
1021,문화시설,222457,뉴코아아울렛소극장,100203,공연/연극/문화센터,서울특별시,서초구,37.50948397,127.0074103
1022,문화시설,222633,다르게놀자소극장,100203,공연/연극/문화센터,서울특별시,종로구,37.58000684,127.0042835
1023,문화시설,222985,아트원씨어터2관,100203,공연/연극/문화센터,서울특별시,종로구,37.58025478,127.0039783
1024,문화시설,222993,대학로라이브극장,100203,공연/연극/문화센터,서울특별시,종로구,37.5816529,127.0037304
1025,문화시설,223000,아르코꿈밭극장,100203,공연/연극/문화센터,서울특별시,종로구,37.5820496,127.0036923
1026,문화시설,223006,세우아트센터,100203,공연/연극/문화센터,서울특별시,종로구,37.58199773,127.0039597
1027,문화시설,223036,탑아트홀,100203,공연/연극/문화센터,서울특별시,종로구,37.58144504,127.0042873
1028,문화시설,223209,동덕여자대학교공연예술센터,100203,공연/연극/문화센터,서울특별시,종로구,37.58368986,127.0033261
1029,문화시설,223212,동덕여대공연예술센터신관,100203,공연/연극/문화센터,서울특별시,종로구,37.58365749,127.0030018
1030,문화시설,223308,두산아트센터스페이스111,100203,공연/연극/문화센터,서울특별시,종로구,37.57181471,127.001037
1031,문화시설,223323,돌로스호텔돌로스소극장,100203,공연/연극/문화센터,서울특별시,종로구,37.56915026,126.990701
1032,문화시설,223865,대한적십자100주년기념관,100103,기타전시/박물관,서울특별시,중구,37.55983863,126.9879943
1033,문화시설,224089,뚝섬한강공원전망문화콤플렉스,100203,공연/연극/문화센터,서울특별시,광진구,37.53007897,127.0656157
1034,문화시설,224132,라이브씨어터,100203,공연/연극/문화센터,서울특별시,종로구,37.58115687,127.0037037
1035,문화시설,224245,롯데백화점본점샤롯데홀,100203,공연/연극/문화센터,서울특별시,중구,37.56472343,126.981763
1036,문화시설,224392,롯데백화점잠실점롯데월드예술극장,100203,공연/연극/문화센터,서울특별시,송파구,37.51226191,127.0993947
1037,문화시설,224406,리디안뮤직,100203,공연/연극/문화센터,서울특별시,마포구,37.55440334,126.9303804
1038,문화시설,2245271,로운아뜨리움,100203,공연/연극/문화센터,서울특별시,양천구,37.52707542,126.870746
1039,문화시설,224551,펑키하우스,100203,공연/연극/문화센터,서울특별시,중구,37.56347396,126.9837543
1040,문화시설,224793,문학의집서울,100203,공연/연극/문화센터,서울특별시,중구,37.55840613,126.9893712
1041,문화시설,224799,산림문학관,100103,기타전시/박물관,서울특별시,중구,37.55810299,126.9892201
1042,문화시설,224895,서울문화예술대학교,100203,공연/연극/문화센터,서울특별시,종로구,37.58034438,127.0042587
1043,문화시설,225089,바실라아트홀,100203,공연/연극/문화센터,서울특별시,강남구,37.49837323,127.0388529
1044,문화시설,225191,소극장시월,100203,공연/연극/문화센터,서울특별시,종로구,37.58294028,127.002422
1045,문화시설,225235,백제예술대학아트센터,100203,공연/연극/문화센터,서울특별시,강남구,37.51041979,127.0659929
1046,문화시설,225346,연진아트홀,100203,공연/연극/문화센터,서울특별시,종로구,37.58031958,127.0052868
1047,문화시설,225480,브로드홀,100203,공연/연극/문화센터,서울특별시,양천구,37.52700282,126.8713642
1048,문화시설,226447,충무아트홀,100203,공연/연극/문화센터,서울특별시,중구,37.56602764,127.0148424
1049,문화시설,226598,명인의전당,100103,기타전시/박물관,서울특별시,서초구,37.47826808,127.009504
1050,문화시설,226932,환희소극장,100203,공연/연극/문화센터,서울특별시,종로구,37.58474857,126.9996735
1051,문화시설,227003,현대토아트홀,100203,공연/연극/문화센터,서울특별시,강남구,37.50866195,127.0597572
1052,문화시설,227041,현대예술극장,100203,공연/연극/문화센터,서울특별시,강남구,37.52733474,127.0276782
1053,문화시설,227073,현대백화점토파즈이벤트홀,100203,공연/연극/문화센터,서울특별시,양천구,37.52645342,126.8752151
1054,문화시설,227119,현대백화점천호점루비홀,100203,공연/연극/문화센터,서울특별시,강동구,37.53885976,127.1244274
1055,문화시설,227160,한얼소극장,100203,공연/연극/문화센터,서울특별시,종로구,37.58673408,127.0016419
1056,문화시설,227163,한양화랑,100106,소형갤러리,서울특별시,종로구,37.57391107,126.9848188
1057,문화시설,227232,한국서예관,100103,기타전시/박물관,서울특별시,성북구,37.59936859,126.9927577
1058,문화시설,227329,갤러리플랜트,100106,소형갤러리,서울특별시,종로구,37.57910302,126.9831938
1059,문화시설,227330,플레툰쿤스트할레,100203,공연/연극/문화센터,서울특별시,강남구,37.52056161,127.034905
1060,문화시설,227383,태창문화센터,100203,공연/연극/문화센터,서울특별시,강동구,37.5280966,127.1201815
1061,문화시설,227474,키작은소나무,100203,공연/연극/문화센터,서울특별시,종로구,37.58757329,127.0031507
1062,문화시설,227749,여성문제연구원,100106,소형갤러리,서울특별시,성북구,37.5973581,127.0046539
1063,문화시설,227949,방이동생태학습관,100103,기타전시/박물관,서울특별시,송파구,37.51208791,127.1404469
1064,문화시설,22813,롯데시네마,100209,롯데시네마,서울특별시,강동구,37.5366453,127.1253315
1065,문화시설,228146,인아소극장,100203,공연/연극/문화센터,서울특별시,종로구,37.58389598,127.0005241
1066,문화시설,228323,어린이대공원육영수여사전자기념관,100103,기타전시/박물관,서울특별시,광진구,37.54701047,127.0780978
1067,문화시설,228346,유나이티드역삼빌딩,100203,공연/연극/문화센터,서울특별시,강남구,37.50359574,127.0280898
1068,문화시설,228512,우인아트홀,100203,공연/연극/문화센터,서울특별시,광진구,37.56279386,127.0760324
1069,문화시설,228526,우리극장,100203,공연/연극/문화센터,서울특별시,종로구,37.58226696,127.002525
1070,문화시설,228831,여해문화공간,100203,공연/연극/문화센터,서울특별시,중구,37.56309614,127.0072358
1071,문화시설,228855,엘림홀,100203,공연/연극/문화센터,서울특별시,종로구,37.57957002,127.0047069
1072,문화시설,228868,바다시어터,100203,공연/연극/문화센터,서울특별시,종로구,37.58311009,127.0009915
1073,문화시설,228904,알과핵소극장,100203,공연/연극/문화센터,서울특별시,종로구,37.57989046,127.0035721
1074,문화시설,228955,해미뮤지컬컴퍼니,100203,공연/연극/문화센터,서울특별시,광진구,37.5507867,127.1099546
1075,문화시설,228959,쇼팽의집,100203,공연/연극/문화센터,서울특별시,광진구,37.54924758,127.09358
1076,문화시설,228968,신한아트홀,100203,공연/연극/문화센터,서울특별시,강남구,37.49834272,127.0433675
1077,문화시설,229060,갤러리서화,100106,소형갤러리,서울특별시,용산구,37.53743439,127.0131366
1078,문화시설,22911,SETEC,100107,컨벤션센터,서울특별시,강남구,37.49573879,127.0717949
1079,문화시설,229154,리움미술관리움삼성아동교육문화센터,100203,공연/연극/문화센터,서울특별시,용산구,37.53815171,126.9986026
1080,문화시설,229270,KT&G상상마당,100203,공연/연극/문화센터,서울특별시,강남구,37.50652314,127.065188
1081,문화시설,229390,서울패션아트홀,100203,공연/연극/문화센터,서울특별시,중구,37.56735333,127.0120386
1082,문화시설,229443,성미산마을극장,100203,공연/연극/문화센터,서울특별시,마포구,37.55946646,126.9099339
1083,문화시설,229449,성암아트센터,100203,공연/연극/문화센터,서울특별시,강남구,37.51101331,127.0430436
1084,문화시설,229536,썬프라자아트홀,100203,공연/연극/문화센터,서울특별시,영등포구,37.49598107,126.9077408
1085,문화시설,229537,아리랑소극장,100203,공연/연극/문화센터,서울특별시,송파구,37.49981237,127.1147163
1086,문화시설,230620,금산갤러리,100106,소형갤러리,서울특별시,중구,37.55928549,126.9832392
1087,문화시설,233721,힐스테이트갤러리,100105,미술관,서울특별시,강남구,37.48563404,127.0385551
1088,문화시설,23434,전쟁기념관,100101,대형전시/박물관,서울특별시,용산구,37.53705142,126.9770303
1089,문화시설,234557,현대화랑,100103,기타전시/박물관,서울특별시,종로구,37.57664816,126.9798787
1090,문화시설,234587,현대시박물관,100103,기타전시/박물관,서울특별시,종로구,37.58653774,126.9989087
1091,문화시설,234604,현대미술관무역센터,100105,미술관,서울특별시,강남구,37.50844584,127.0597406
1092,문화시설,234782,한벽원미술관,100105,미술관,서울특별시,종로구,37.58305687,126.9814906
1093,문화시설,234795,한국통신박물관,100103,기타전시/박물관,서울특별시,종로구,37.57218306,126.977855
