CTPRVN_NM,SIGNGU_NM,SIGNGU_CD,POPLTN_CO,CL_NM,N10S_CLTUR_IDEX_VALUE,N20S_CLTUR_IDEX_VALUE,N30S_CLTUR_IDEX_VALUE,N40S_CLTUR_IDEX_VALUE,N50S_CLTUR_IDEX_VALUE,N60S_CLTUR_IDEX_VALUE,N70S_CLTUR_IDEX_VALUE,FILE_NM,BASE_DE
서울특별시,관악구,11620,496234,전시회,32.8,29.2,24.8,15.2,12.8,12.2,7.4,KC_599_AGE_CLT_STATN_BIZAEA_2019,20200220
서울특별시,송파구,11710,576337,전시회,32.8,29.2,24.8,15.2,12.8,12.2,7.4,KC_599_AGE_CLT_STATN_BIZAEA_2019,20200220
서울특별시,성동구,11200,277683,전시회,32.8,29.2,24.8,15.2,12.8,12.2,7.4,KC_599_AGE_CLT_STATN_BIZAEA_2019,20200220
서울특별시,서초구,11650,379715,전시회,82.0,73.0,62.0,38.0,32.0,30.5,18.5,KC_599_AGE_CLT_STATN_BIZAEA_2019,20200220
서울특별시,종로구,11110,158922,전시회,328.0,292.0,248.0,152.0,128.0,122.0,74.0,KC_599_AGE_CLT_STATN_BIZAEA_2019,20200220
서울특별시,용산구,11170,234036,전시회,49.2,43.8,37.2,22.799999999999997,19.200000000000003,18.299999999999997,11.1,KC_599_AGE_CLT_STATN_BIZAEA_2019,20200220
서울특별시,노원구,11350,454708,전시회,32.8,29.2,24.8,15.2,12.8,12.2,7.4,KC_599_AGE_CLT_STATN_BIZAEA_2019,20200220
서울특별시,강남구,11680,505401,전시회,65.6,58.4,49.6,30.4,25.6,24.4,14.8,KC_599_AGE_CLT_STATN_BIZAEA_2019,20200220
서울특별시,중구,11140,139469,전시회,32.8,29.2,24.8,15.2,12.8,12.2,7.4,KC_599_AGE_CLT_STATN_BIZAEA_2019,20200220
서울특별시,영등포구,11560,409966,전시회,16.4,14.6,12.4,7.6,6.4,6.1,3.7,KC_599_AGE_CLT_STATN_BIZAEA_2019,20200220
서울특별시,강서구,11500,502947,전시회,16.4,14.6,12.4,7.6,6.4,6.1,3.7,KC_599_AGE_CLT_STATN_BIZAEA_2019,20200220
서울특별시,성북구,11290,399799,전시회,16.4,14.6,12.4,7.6,6.4,6.1,3.7,KC_599_AGE_CLT_STATN_BIZAEA_2019,20200220
서울특별시,광진구,11215,340406,도서관,71.16153852,98.03846148,115.2,94.8,54.0,19.270388804,13.929611196,KC_599_AGE_CLT_STATN_BIZAEA_2019,20200220
