CTPRVN_NM,SIGNGU_NM,SIGNGU_CD,POPLTN_CO,CL_NM,N10S_CLTUR_IDEX_VALUE,N20S_CLTUR_IDEX_VALUE,N30S_CLTUR_IDEX_VALUE,N40S_CLTUR_IDEX_VALUE,N50S_CLTUR_IDEX_VALUE,N60S_CLTUR_IDEX_VALUE,N70S_CLTUR_IDEX_VALUE,FILE_NM,BASE_DE
서울특별시,강남구,11680,512111,도서관,618.0,618.0,333.0,238.5,129.0,87.0,87.0,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,강동구,11740,386466,도서관,370.8,370.8,199.8,143.1,77.4,52.2,52.2,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,강북구,11305,266904,도서관,288.4,288.4,155.4,111.3,60.2,40.6,40.6,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,강서구,11500,509911,도서관,370.8,370.8,199.8,143.1,77.4,52.2,52.2,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,관악구,11620,497254,도서관,206.0,206.0,111.0,79.5,43.0,29.0,29.0,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,광진구,11215,346162,도서관,288.4,288.4,155.4,111.3,60.2,40.6,40.6,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,구로구,11530,426333,도서관,494.4,494.4,266.4,190.8,103.2,69.6,69.6,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,금천구,11545,253011,도서관,164.8,164.8,88.8,63.6,34.4,23.2,23.2,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,노원구,11350,432392,도서관,370.8,370.8,199.8,143.1,77.4,52.2,52.2,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,도봉구,11320,273743,도서관,370.8,370.8,199.8,143.1,77.4,52.2,52.2,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,동대문구,11230,354780,도서관,329.6,329.6,177.6,127.2,68.8,46.4,46.4,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,동작구,11590,372458,도서관,288.4,288.4,155.4,111.3,60.2,40.6,40.6,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,마포구,11440,362197,도서관,247.2,247.2,133.2,95.4,51.6,34.8,34.8,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,서대문구,11410,303823,도서관,164.8,164.8,88.8,63.6,34.4,23.2,23.2,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,서초구,11650,371863,도서관,412.0,412.0,222.0,159.0,86.0,58.0,58.0,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,성동구,11200,275818,도서관,288.4,288.4,155.4,111.3,60.2,40.6,40.6,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,성북구,11290,413312,도서관,535.6,535.6,288.6,206.7,111.8,75.4,75.4,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,송파구,11710,592985,도서관,494.4,494.4,266.4,190.8,103.2,69.6,69.6,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,양천구,11470,381187,도서관,412.0,412.0,222.0,159.0,86.0,58.0,58.0,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,영등포구,11560,426573,도서관,247.2,247.2,133.2,95.4,51.6,34.8,34.8,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,용산구,11170,238166,도서관,164.8,164.8,88.8,63.6,34.4,23.2,23.2,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,은평구,11380,400639,도서관,329.6,329.6,177.6,127.2,68.8,46.4,46.4,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,종로구,11110,165617,도서관,288.4,288.4,155.4,111.3,60.2,40.6,40.6,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,중구,11140,149384,도서관,370.8,370.8,199.8,143.1,77.4,52.2,52.2,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,중랑구,11260,342433,도서관,206.0,206.0,111.0,79.5,43.0,29.0,29.0,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,강남구,11680,512111,박물관,80.8,75.2,115.2,123.2,58.4,40.0,22.4,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
서울특별시,강동구,11740,386466,박물관,20.2,18.8,28.8,30.8,14.6,10.0,5.6,KC_599_AGE_CLT_STATN_BIZAEA_2023,20240618
