CTPRVN_NM,SIGNGU_NM,SIGNGU_CD,POPLTN_CO,CL_NM,N10S_CLTUR_IDEX_VALUE,N20S_CLTUR_IDEX_VALUE,N30S_CLTUR_IDEX_VALUE,N40S_CLTUR_IDEX_VALUE,N50S_CLTUR_IDEX_VALUE,N60S_CLTUR_IDEX_VALUE,N70S_CLTUR_IDEX_VALUE,FILE_NM,BASE_DE
"강원특별자치도","철원군","51780","32054","연극장","56.8","96.0","68.0","60.0","36.0","20.0","18.4","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"강원특별자치도","춘천시","51110","242459","연극장","241.4","408.0","289.0","255.0","153.0","85.0","78.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"강원특별자치도","태백시","51190","29672","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"강원특별자치도","평창군","51760","33477","연극장","71.0","120.0","85.0","75.0","45.0","25.0","23.0","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"강원특별자치도","홍천군","51720","54949","연극장","21.3","36.0","25.5","22.5","13.5","7.5","6.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"강원특별자치도","화천군","51790","15368","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"강원특별자치도","횡성군","51730","37841","연극장","7.1","12.0","8.5","7.5","4.5","2.5","2.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","가평군","41820","50984","연극장","56.8","96.0","68.0","60.0","36.0","20.0","18.4","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","고양시 덕양구","41281","399362","연극장","71.0","120.0","85.0","75.0","45.0","25.0","23.0","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","고양시 일산동구","41285","264129","연극장","106.5","180.0","127.5","112.5","67.5","37.5","34.5","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","고양시 일산서구","41287","257475","연극장","71.0","120.0","85.0","75.0","45.0","25.0","23.0","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","과천시","41290","55820","연극장","71.0","120.0","85.0","75.0","45.0","25.0","23.0","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","광명시","41210","234325","연극장","92.3","156.0","110.5","97.5","58.5","32.5","29.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","광주시","41610","334794","연극장","42.6","72.0","51.0","45.0","27.0","15.0","13.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","구리시","41310","161231","연극장","28.4","48.0","34.0","30.0","18.0","10.0","9.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","군포시","41410","237374","연극장","28.4","48.0","34.0","30.0","18.0","10.0","9.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","김포시","41570","432947","연극장","85.2","144.0","102.0","90.0","54.0","30.0","27.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","남양주시","41360","583645","연극장","177.5","300.0","212.5","187.5","112.5","62.5","57.5","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","동두천시","41250","77576","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","부천시 소사구","41194","214868","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","부천시 오정구","41196","138583","연극장","28.4","48.0","34.0","30.0","18.0","10.0","9.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","부천시 원미구","41192","374927","연극장","170.4","288.0","204.0","180.0","108.0","60.0","55.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","성남시 분당구","41135","417813","연극장","134.9","228.0","161.5","142.5","85.5","47.5","43.7","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","성남시 수정구","41131","230378","연극장","49.7","84.0","59.5","52.5","31.5","17.5","16.1","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","성남시 중원구","41133","188753","연극장","28.4","48.0","34.0","30.0","18.0","10.0","9.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","수원시 권선구","41113","319059","연극장","42.6","72.0","51.0","45.0","27.0","15.0","13.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","수원시 영통구","41117","313542","연극장","71.0","120.0","85.0","75.0","45.0","25.0","23.0","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","수원시 장안구","41111","235754","연극장","35.5","60.0","42.5","37.5","22.5","12.5","11.5","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","수원시 팔달구","41115","188400","연극장","163.3","276.0","195.5","172.5","103.5","57.5","52.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","시흥시","41390","478540","연극장","56.8","96.0","68.0","60.0","36.0","20.0","18.4","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","안산시 단원구","41273","363895","연극장","92.3","156.0","110.5","97.5","58.5","32.5","29.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","안산시 상록구","41271","314435","연극장","35.5","60.0","42.5","37.5","22.5","12.5","11.5","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","안성시","41550","185720","연극장","49.7","84.0","59.5","52.5","31.5","17.5","16.1","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","안양시 동안구","41173","273506","연극장","35.5","60.0","42.5","37.5","22.5","12.5","11.5","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","안양시 만안구","41171","207258","연극장","28.4","48.0","34.0","30.0","18.0","10.0","9.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","양주시","41630","197296","연극장","42.6","72.0","51.0","45.0","27.0","15.0","13.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","양평군","41830","95574","연극장","56.8","96.0","68.0","60.0","36.0","20.0","18.4","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","여주시","41670","96681","연극장","35.5","60.0","42.5","37.5","22.5","12.5","11.5","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","연천군","41800","33134","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","오산시","41370","214751","연극장","21.3","36.0","25.5","22.5","13.5","7.5","6.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","용인시 기흥구","41463","380340","연극장","63.9","108.0","76.5","67.5","40.5","22.5","20.7","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","용인시 수지구","41465","313720","연극장","92.3","156.0","110.5","97.5","58.5","32.5","29.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","용인시 처인구","41461","232447","연극장","113.6","192.0","136.0","120.0","72.0","40.0","36.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","의왕시","41430","127207","연극장","7.1","12.0","8.5","7.5","4.5","2.5","2.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","의정부시","41150","392846","연극장","127.8","216.0","153.0","135.0","81.0","45.0","41.4","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","이천시","41500","191841","연극장","21.3","36.0","25.5","22.5","13.5","7.5","6.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","파주시","41480","393186","연극장","156.2","264.0","187.0","165.0","99.0","55.0","50.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","평택시","41220","499258","연극장","99.4","168.0","119.0","105.0","63.0","35.0","32.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","포천시","41650","150323","연극장","49.7","84.0","59.5","52.5","31.5","17.5","16.1","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","하남시","41450","250805","연극장","42.6","72.0","51.0","45.0","27.0","15.0","13.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경기도","화성시","41590","815416","연극장","198.8","336.0","238.0","210.0","126.0","70.0","64.4","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","거제시","48310","207276","연극장","42.6","72.0","51.0","45.0","27.0","15.0","13.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","거창군","48880","47060","연극장","42.6","72.0","51.0","45.0","27.0","15.0","13.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","고성군","48820","42330","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","김해시","48250","489277","연극장","120.7","204.0","144.5","127.5","76.5","42.5","39.1","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","남해군","48840","32502","연극장","35.5","60.0","42.5","37.5","22.5","12.5","11.5","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","밀양시","48270","82506","연극장","28.4","48.0","34.0","30.0","18.0","10.0","9.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","사천시","48240","87513","연극장","42.6","72.0","51.0","45.0","27.0","15.0","13.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","산청군","48860","26497","연극장","7.1","12.0","8.5","7.5","4.5","2.5","2.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","양산시","48330","288196","연극장","49.7","84.0","59.5","52.5","31.5","17.5","16.1","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","의령군","48720","19931","연극장","7.1","12.0","8.5","7.5","4.5","2.5","2.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","진주시","48170","293758","연극장","134.9","228.0","161.5","142.5","85.5","47.5","43.7","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","창녕군","48740","49302","연극장","7.1","12.0","8.5","7.5","4.5","2.5","2.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","창원시 마산합포구","48125","142864","연극장","49.7","84.0","59.5","52.5","31.5","17.5","16.1","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","창원시 마산회원구","48127","152293","연극장","42.6","72.0","51.0","45.0","27.0","15.0","13.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","창원시 성산구","48123","206956","연극장","113.6","192.0","136.0","120.0","72.0","40.0","36.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","창원시 의창구","48121","175804","연극장","35.5","60.0","42.5","37.5","22.5","12.5","11.5","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","창원시 진해구","48129","158241","연극장","21.3","36.0","25.5","22.5","13.5","7.5","6.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","통영시","48220","98716","연극장","63.9","108.0","76.5","67.5","40.5","22.5","20.7","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","하동군","48850","32033","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","함안군","48730","56821","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","함양군","48870","28600","연극장","7.1","12.0","8.5","7.5","4.5","2.5","2.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상남도","합천군","48890","32832","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","경산시","47290","240189","연극장","63.9","108.0","76.5","67.5","40.5","22.5","20.7","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","경주시","47130","231032","연극장","149.1","252.0","178.5","157.5","94.5","52.5","48.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","고령군","47830","29118","연극장","7.1","12.0","8.5","7.5","4.5","2.5","2.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","구미시","47190","346124","연극장","106.5","180.0","127.5","112.5","67.5","37.5","34.5","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","김천시","47150","112759","연극장","49.7","84.0","59.5","52.5","31.5","17.5","16.1","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","문경시","47280","51213","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","봉화군","47920","22036","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","상주시","47250","72365","연극장","28.4","48.0","34.0","30.0","18.0","10.0","9.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","성주군","47840","37481","연극장","7.1","12.0","8.5","7.5","4.5","2.5","2.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","안동시","47170","127302","연극장","92.3","156.0","110.5","97.5","58.5","32.5","29.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","영덕군","47770","28465","연극장","21.3","36.0","25.5","22.5","13.5","7.5","6.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","영양군","47760","11783","연극장","7.1","12.0","8.5","7.5","4.5","2.5","2.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","영주시","47210","80883","연극장","42.6","72.0","51.0","45.0","27.0","15.0","13.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","영천시","47230","82185","연극장","28.4","48.0","34.0","30.0","18.0","10.0","9.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","예천군","47900","42994","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","울릉군","47940","5630","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","울진군","47930","38828","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","의성군","47730","36095","연극장","28.4","48.0","34.0","30.0","18.0","10.0","9.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","청도군","47820","32567","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","청송군","47750","18664","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","칠곡군","47850","103122","연극장","21.3","36.0","25.5","22.5","13.5","7.5","6.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","포항시 남구","47111","192163","연극장","49.7","84.0","59.5","52.5","31.5","17.5","16.1","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"경상북도","포항시 북구","47113","220328","연극장","92.3","156.0","110.5","97.5","58.5","32.5","29.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"광주광역시","광산구","29200","361189","연극장","49.7","84.0","59.5","52.5","31.5","17.5","16.1","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"광주광역시","남구","29155","162937","연극장","63.9","108.0","76.5","67.5","40.5","22.5","20.7","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"광주광역시","동구","29110","90145","연극장","198.8","336.0","238.0","210.0","126.0","70.0","64.4","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"광주광역시","북구","29170","372753","연극장","92.3","156.0","110.5","97.5","58.5","32.5","29.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"광주광역시","서구","29140","247014","연극장","120.7","204.0","144.5","127.5","76.5","42.5","39.1","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"대구광역시","군위군","27720","17367","연극장","7.1","12.0","8.5","7.5","4.5","2.5","2.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"대구광역시","남구","27200","122183","연극장","213.0","360.0","255.0","225.0","135.0","75.0","69.0","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"대구광역시","달서구","27290","488750","연극장","113.6","192.0","136.0","120.0","72.0","40.0","36.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"대구광역시","달성군","27710","209964","연극장","63.9","108.0","76.5","67.5","40.5","22.5","20.7","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"대구광역시","동구","27140","287258","연극장","71.0","120.0","85.0","75.0","45.0","25.0","23.0","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"대구광역시","북구","27230","372628","연극장","99.4","168.0","119.0","105.0","63.0","35.0","32.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"대구광역시","서구","27170","150462","연극장","28.4","48.0","34.0","30.0","18.0","10.0","9.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"대구광역시","수성구","27260","339829","연극장","163.3","276.0","195.5","172.5","103.5","57.5","52.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"대구광역시","중구","27110","76948","연극장","276.9","468.0","331.5","292.5","175.5","97.5","89.7","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"대전광역시","대덕구","30230","151570","연극장","63.9","108.0","76.5","67.5","40.5","22.5","20.7","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"대전광역시","동구","30110","206642","연극장","85.2","144.0","102.0","90.0","54.0","30.0","27.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"대전광역시","서구","30170","407719","연극장","127.8","216.0","153.0","135.0","81.0","45.0","41.4","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"대전광역시","유성구","30200","323498","연극장","163.3","276.0","195.5","172.5","103.5","57.5","52.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"대전광역시","중구","30140","197364","연극장","241.4","408.0","289.0","255.0","153.0","85.0","78.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"부산광역시","강서구","26440","116357","연극장","28.4","48.0","34.0","30.0","18.0","10.0","9.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"부산광역시","금정구","26410","200407","연극장","120.7","204.0","144.5","127.5","76.5","42.5","39.1","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"부산광역시","기장군","26710","125201","연극장","63.9","108.0","76.5","67.5","40.5","22.5","20.7","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"부산광역시","남구","26290","226787","연극장","213.0","360.0","255.0","225.0","135.0","75.0","69.0","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"부산광역시","동구","26170","73215","연극장","49.7","84.0","59.5","52.5","31.5","17.5","16.1","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"부산광역시","동래구","26260","220026","연극장","63.9","108.0","76.5","67.5","40.5","22.5","20.7","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"부산광역시","부산진구","26230","292455","연극장","163.3","276.0","195.5","172.5","103.5","57.5","52.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"부산광역시","북구","26320","235809","연극장","42.6","72.0","51.0","45.0","27.0","15.0","13.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"부산광역시","사상구","26530","187056","연극장","49.7","84.0","59.5","52.5","31.5","17.5","16.1","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"부산광역시","사하구","26380","256345","연극장","21.3","36.0","25.5","22.5","13.5","7.5","6.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"부산광역시","서구","26140","86095","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"부산광역시","수영구","26500","146375","연극장","205.9","348.0","246.5","217.5","130.5","72.5","66.7","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"부산광역시","연제구","26470","164002","연극장","56.8","96.0","68.0","60.0","36.0","20.0","18.4","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"부산광역시","영도구","26200","84722","연극장","42.6","72.0","51.0","45.0","27.0","15.0","13.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"부산광역시","중구","26110","38442","연극장","78.1","132.0","93.5","82.5","49.5","27.5","25.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"부산광역시","해운대구","26350","322177","연극장","255.6","432.0","306.0","270.0","162.0","90.0","82.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","강남구","11680","525205","연극장","1107.6","1872.0","1326.0","1170.0","702.0","390.0","358.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","강동구","11740","390190","연극장","71.0","120.0","85.0","75.0","45.0","25.0","23.0","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","강북구","11305","262562","연극장","92.3","156.0","110.5","97.5","58.5","32.5","29.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","강서구","11500","505859","연극장","120.7","204.0","144.5","127.5","76.5","42.5","39.1","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","관악구","11620","494294","연극장","113.6","192.0","136.0","120.0","72.0","40.0","36.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","광진구","11215","346378","연극장","220.1","372.0","263.5","232.5","139.5","77.5","71.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","구로구","11530","425199","연극장","99.4","168.0","119.0","105.0","63.0","35.0","32.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","금천구","11545","252871","연극장","78.1","132.0","93.5","82.5","49.5","27.5","25.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","노원구","11350","428220","연극장","78.1","132.0","93.5","82.5","49.5","27.5","25.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","도봉구","11320","270437","연극장","49.7","84.0","59.5","52.5","31.5","17.5","16.1","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","동대문구","11230","357334","연극장","113.6","192.0","136.0","120.0","72.0","40.0","36.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","동작구","11590","370929","연극장","149.1","252.0","178.5","157.5","94.5","52.5","48.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","마포구","11440","358828","연극장","1725.3","2916.0","2065.5","1822.5","1093.5","607.5","558.9","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","서대문구","11410","307060","연극장","440.2","744.0","527.0","465.0","279.0","155.0","142.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","서초구","11650","375856","연극장","653.2","1104.0","782.0","690.0","414.0","230.0","211.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","성동구","11200","273609","연극장","397.6","672.0","476.0","420.0","252.0","140.0","128.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","성북구","11290","413590","연극장","369.2","624.0","442.0","390.0","234.0","130.0","119.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","송파구","11710","592432","연극장","205.9","348.0","246.5","217.5","130.5","72.5","66.7","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","양천구","11470","376245","연극장","99.4","168.0","119.0","105.0","63.0","35.0","32.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","영등포구","11560","427492","연극장","390.5","660.0","467.5","412.5","247.5","137.5","126.5","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","용산구","11170","232639","연극장","468.6","792.0","561.0","495.0","297.0","165.0","151.8","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","은평구","11380","396463","연극장","85.2","144.0","102.0","90.0","54.0","30.0","27.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","종로구","11110","167487","연극장","2279.1","3852.0","2728.5","2407.5","1444.5","802.5","738.3","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","중구","11140","151422","연극장","525.4","888.0","629.0","555.0","333.0","185.0","170.2","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
"서울특별시","중랑구","11260","339354","연극장","14.2","24.0","17.0","15.0","9.0","5.0","4.6","KC_599_AGE_CLT_STATN_BIZAEA_2024","20250612"
