CTPRVN_NM,SIGNGU_NM,SIGNGU_CD,POPLTN_CO,CL_NM,N10S_CLTUR_IDEX_VALUE,N20S_CLTUR_IDEX_VALUE,N30S_CLTUR_IDEX_VALUE,N40S_CLTUR_IDEX_VALUE,N50S_CLTUR_IDEX_VALUE,N60S_CLTUR_IDEX_VALUE,N70S_CLTUR_IDEX_VALUE,FILE_NM,BASE_DE
경기도,수원시 팔달구,"41115",174709,도서관,253.2,253.2,172.2,141.0,81.6,50.4,50.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,시흥시,"41390",497925,도서관,422.0,422.0,287.0,235.0,136.0,84.0,84.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,안산시 단원구,"41273",303868,도서관,295.4,295.4,200.9,164.5,95.2,58.8,58.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,안산시 상록구,"41271",350342,도서관,337.6,337.6,229.6,188.0,108.8,67.2,67.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,안성시,"41550",186853,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,안양시 동안구,"41173",311349,도서관,253.2,253.2,172.2,141.0,81.6,50.4,50.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,안양시 만안구,"41171",239947,도서관,168.8,168.8,114.8,94.0,54.4,33.6,33.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,양주시,"41630",230273,도서관,295.4,295.4,200.9,164.5,95.2,58.8,58.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,양평군,"41830",118778,도서관,253.2,253.2,172.2,141.0,81.6,50.4,50.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,여주시,"41670",111636,도서관,168.8,168.8,114.8,94.0,54.4,33.6,33.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,연천군,"41800",43531,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,오산시,"41370",229591,도서관,253.2,253.2,172.2,141.0,81.6,50.4,50.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,용인시 기흥구,"41463",440764,도서관,253.2,253.2,172.2,141.0,81.6,50.4,50.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,용인시 수지구,"41465",375947,도서관,168.8,168.8,114.8,94.0,54.4,33.6,33.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,용인시 처인구,"41461",258079,도서관,337.6,337.6,229.6,188.0,108.8,67.2,67.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,의왕시,"41430",163978,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,의정부시,"41150",460390,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,이천시,"41500",219525,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,파주시,"41480",464453,도서관,675.2,675.2,459.2,376.0,217.6,134.4,134.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,평택시,"41220",534343,도서관,464.2,464.2,315.7,258.5,149.6,92.4,92.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,포천시,"41650",147477,도서관,295.4,295.4,200.9,164.5,95.2,58.8,58.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,하남시,"41450",291075,도서관,168.8,168.8,114.8,94.0,54.4,33.6,33.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경기도,화성시,"41590",853106,도서관,548.6,548.6,373.1,305.5,176.8,109.2,109.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,거제시,"48310",245956,도서관,253.2,253.2,172.2,141.0,81.6,50.4,50.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,거창군,"48880",61409,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,고성군,"48820",51442,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,김해시,"48250",542350,도서관,337.6,337.6,229.6,188.0,108.8,67.2,67.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,남해군,"48840",43033,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,밀양시,"48270",104868,도서관,168.8,168.8,114.8,94.0,54.4,33.6,33.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,사천시,"48240",111234,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,산청군,"48860",34895,도서관,42.2,42.2,28.7,23.5,13.6,8.4,8.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,양산시,"48330",351797,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,의령군,"48720",26818,도서관,42.2,42.2,28.7,23.5,13.6,8.4,8.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,진주시,"48170",347795,도서관,295.4,295.4,200.9,164.5,95.2,58.8,58.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,창녕군,"48740",61400,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,창원시 마산합포구,"48125",174933,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,창원시 마산회원구,"48127",191730,도서관,168.8,168.8,114.8,94.0,54.4,33.6,33.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,창원시 성산구,"48123",215143,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,창원시 의창구,"48121",262743,도서관,168.8,168.8,114.8,94.0,54.4,33.6,33.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,창원시 진해구,"48129",192612,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,통영시,"48220",128595,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,하동군,"48850",44911,도서관,42.2,42.2,28.7,23.5,13.6,8.4,8.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,함안군,"48730",64235,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,함양군,"48870",39076,도서관,42.2,42.2,28.7,23.5,13.6,8.4,8.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상남도,합천군,"48890",44088,도서관,42.2,42.2,28.7,23.5,13.6,8.4,8.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,경산시,"47290",262988,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,경주시,"47130",253468,도서관,295.4,295.4,200.9,164.5,95.2,58.8,58.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,고령군,"47830",31378,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,구미시,"47190",416279,도서관,253.2,253.2,172.2,141.0,81.6,50.4,50.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,군위군,"47720",23299,도서관,42.2,42.2,28.7,23.5,13.6,8.4,8.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,김천시,"47150",140547,도서관,42.2,42.2,28.7,23.5,13.6,8.4,8.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,문경시,"47280",71213,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,봉화군,"47920",31555,도서관,42.2,42.2,28.7,23.5,13.6,8.4,8.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,상주시,"47250",97483,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,성주군,"47840",43225,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,안동시,"47170",158803,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,영덕군,"47770",36399,도서관,42.2,42.2,28.7,23.5,13.6,8.4,8.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,영양군,"47760",16677,도서관,42.2,42.2,28.7,23.5,13.6,8.4,8.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,영주시,"47210",103272,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,영천시,"47230",101904,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,예천군,"47900",55558,도서관,42.2,42.2,28.7,23.5,13.6,8.4,8.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,울릉군,"47940",9128,도서관,42.2,42.2,28.7,23.5,13.6,8.4,8.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,울진군,"47930",48743,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,의성군,"47730",51827,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,청도군,"47820",42332,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,청송군,"47750",25077,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,칠곡군,"47850",114951,도서관,168.8,168.8,114.8,94.0,54.4,33.6,33.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,포항시 남구,"47111",230573,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
경상북도,포항시 북구,"47113",272566,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
광주광역시,광산구,"29200",406126,도서관,253.2,253.2,172.2,141.0,81.6,50.4,50.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
광주광역시,남구,"29155",214752,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
광주광역시,동구,"29110",102645,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
광주광역시,북구,"29170",431256,도서관,168.8,168.8,114.8,94.0,54.4,33.6,33.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
광주광역시,서구,"29140",297214,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
대구광역시,남구,"27200",146658,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
대구광역시,달서구,"27290",560354,도서관,337.6,337.6,229.6,188.0,108.8,67.2,67.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
대구광역시,달성군,"27710",258945,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
대구광역시,동구,"27140",342432,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
대구광역시,북구,"27230",440736,도서관,295.4,295.4,200.9,164.5,95.2,58.8,58.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
대구광역시,서구,"27170",171060,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
대구광역시,수성구,"27260",424947,도서관,295.4,295.4,200.9,164.5,95.2,58.8,58.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
대구광역시,중구,"27110",76727,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
대전광역시,대덕구,"30230",176293,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
대전광역시,동구,"30110",222446,도서관,337.6,337.6,229.6,188.0,108.8,67.2,67.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
대전광역시,서구,"30170",478872,도서관,168.8,168.8,114.8,94.0,54.4,33.6,33.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
대전광역시,유성구,"30200",351790,도서관,253.2,253.2,172.2,141.0,81.6,50.4,50.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
대전광역시,중구,"30140",236492,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
부산광역시,강서구,"26440",137229,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
부산광역시,금정구,"26410",233303,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
부산광역시,기장군,"26710",173918,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
부산광역시,남구,"26290",268249,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
부산광역시,동구,"26170",89031,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
부산광역시,동래구,"26260",271187,도서관,126.6,126.6,86.1,70.5,40.8,25.2,25.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
부산광역시,부산진구,"26230",359375,도서관,168.8,168.8,114.8,94.0,54.4,33.6,33.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
부산광역시,북구,"26320",284872,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
부산광역시,사상구,"26530",213178,도서관,42.2,42.2,28.7,23.5,13.6,8.4,8.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
부산광역시,사하구,"26380",312840,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
부산광역시,서구,"26140",108119,도서관,42.2,42.2,28.7,23.5,13.6,8.4,8.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
부산광역시,수영구,"26500",176885,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
부산광역시,연제구,"26470",209688,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
부산광역시,영도구,"26200",113621,도서관,84.4,84.4,57.4,47.0,27.2,16.8,16.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
부산광역시,중구,"26110",41501,도서관,42.2,42.2,28.7,23.5,13.6,8.4,8.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
부산광역시,해운대구,"26350",402518,도서관,253.2,253.2,172.2,141.0,81.6,50.4,50.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,강남구,"11680",539838,도서관,548.6,548.6,373.1,305.5,176.8,109.2,109.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,강동구,"11740",458604,도서관,337.6,337.6,229.6,188.0,108.8,67.2,67.2,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,강북구,"11305",308569,도서관,295.4,295.4,200.9,164.5,95.2,58.8,58.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,강서구,"11500",581909,도서관,379.8,379.8,258.3,211.5,122.4,75.6,75.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,관악구,"11620",496059,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,광진구,"11215",347285,도서관,168.8,168.8,114.8,94.0,54.4,33.6,33.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,구로구,"11530",405194,도서관,464.2,464.2,315.7,258.5,149.6,92.4,92.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,금천구,"11545",232003,도서관,168.8,168.8,114.8,94.0,54.4,33.6,33.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,노원구,"11350",523708,도서관,464.2,464.2,315.7,258.5,149.6,92.4,92.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,도봉구,"11320",326082,도서관,253.2,253.2,172.2,141.0,81.6,50.4,50.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,동대문구,"11230",343377,도서관,168.8,168.8,114.8,94.0,54.4,33.6,33.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,동작구,"11590",391896,도서관,253.2,253.2,172.2,141.0,81.6,50.4,50.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,마포구,"11440",372320,도서관,253.2,253.2,172.2,141.0,81.6,50.4,50.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,서대문구,"11410",312325,도서관,168.8,168.8,114.8,94.0,54.4,33.6,33.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,서초구,"11650",425431,도서관,253.2,253.2,172.2,141.0,81.6,50.4,50.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,성동구,"11200",294272,도서관,253.2,253.2,172.2,141.0,81.6,50.4,50.4,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,성북구,"11290",438051,도서관,422.0,422.0,287.0,235.0,136.0,84.0,84.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,송파구,"11710",668498,도서관,506.4,506.4,344.4,282.0,163.2,100.8,100.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,양천구,"11470",455058,도서관,379.8,379.8,258.3,211.5,122.4,75.6,75.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,영등포구,"11560",378276,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,용산구,"11170",230151,도서관,168.8,168.8,114.8,94.0,54.4,33.6,33.6,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,은평구,"11380",480617,도서관,295.4,295.4,200.9,164.5,95.2,58.8,58.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,종로구,"11110",149549,도서관,295.4,295.4,200.9,164.5,95.2,58.8,58.8,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
서울특별시,중구,"11140",125505,도서관,211.0,211.0,143.5,117.5,68.0,42.0,42.0,KC_599_AGE_CLT_STATN_BIZAEA_2020,"20210201"
